"Feature","Coefficient","Average level","T_statistic","P_value","Adjusted p_value","Associated proportions","Gene_ID","Description","sig","negLogPval"
"TNNC2",10.3,-0.9,1.01,0.317,0.804,"None","7125","troponin C2, fast skeletal type","NS",0.498940737782249
"UBA7",-8.18,2.9,-1.01,0.317,0.804,"None","7318","ubiquitin like modifier activating enzyme 7","NS",0.498940737782249
"TNFRSF11A",6.27,5.46,1.01,0.317,0.804,"Endocrine","8792","TNF receptor superfamily member 11a","NS",0.498940737782249
"VNN1",-13.3,1.11,-1.01,0.317,0.804,"None","8876","vanin 1","NS",0.498940737782249
"KLF4",-8.42,6.76,-1.01,0.317,0.804,"None","9314","Kruppel like factor 4","NS",0.498940737782249
"LOC102724889",13,-1.12,1.01,0.318,0.804,"None","102724889","uncharacterized LOC102724889","NS",0.497572880015567
"SAMD10",-6.31,1.45,-1,0.318,0.804,"None","140700","sterile alpha motif domain containing 10","NS",0.497572880015567
"SEPTIN1",5.64,1.29,1,0.318,0.804,"None","1731","septin 1","NS",0.497572880015567
"TRDMT1",-5.76,2.36,-1,0.318,0.804,"None","1787","tRNA aspartic acid methyltransferase 1","NS",0.497572880015567
"ALDH1A3",-13,3.59,-1,0.318,0.804,"None","220","aldehyde dehydrogenase 1 family member A3","NS",0.497572880015567
"TPSD1",16.9,-1.02,1,0.318,0.804,"None","23430","tryptase delta 1","NS",0.497572880015567
"TPRN",-9.16,4.56,-1,0.318,0.804,"Non-endocrine","286262","taperin","NS",0.497572880015567
"KIF25",16.1,-1.45,1.01,0.318,0.804,"None","3834","kinesin family member 25","NS",0.497572880015567
"MPST",-9.53,3.92,-1,0.318,0.804,"Non-endocrine","4357","mercaptopyruvate sulfurtransferase","NS",0.497572880015567
"C14orf119",-7.36,3.58,-1,0.318,0.804,"None","55017","chromosome 14 open reading frame 119","NS",0.497572880015567
"AKIRIN2",6.1,5.62,1,0.318,0.804,"None","55122","akirin 2","NS",0.497572880015567
"HAUS7",9.41,-0.54,1,0.318,0.804,"None","55559","HAUS augmin like complex subunit 7","NS",0.497572880015567
"ZNF302",-5.74,4.4,-1,0.318,0.804,"None","55900","zinc finger protein 302","NS",0.497572880015567
"RRAS",-6.03,2.63,-1,0.318,0.804,"Non-endocrine","6237","RAS related","NS",0.497572880015567
"PXDN",-6.89,3.09,-1,0.318,0.804,"None","7837","peroxidasin","NS",0.497572880015567
"TMEM231",7.37,4.75,1,0.318,0.804,"None","79583","transmembrane protein 231","NS",0.497572880015567
"ARMT1",-6.19,3.76,-1,0.318,0.804,"None","79624","acidic residue methyltransferase 1","NS",0.497572880015567
"MFAP5",-13.3,-0.59,-1,0.318,0.804,"None","8076","microfibril associated protein 5","NS",0.497572880015567
"TBC1D10A",4.5,4.21,1,0.318,0.804,"None","83874","TBC1 domain family member 10A","NS",0.497572880015567
"ORAI1",-8.31,2.99,-1,0.318,0.804,"Non-endocrine","84876","ORAI calcium release-activated calcium modulator 1","NS",0.497572880015567
"SMIM3",8.25,3.54,1,0.318,0.804,"Non-endocrine","85027","small integral membrane protein 3","NS",0.497572880015567
"FPGT-TNNI3K",10.5,-0.172,1,0.319,0.804,"None","100526835","FPGT-TNNI3K readthrough","NS",0.496209316942819
"ENAM",-9.3,3.47,-1,0.319,0.804,"None","10117","enamelin","NS",0.496209316942819
"ABHD2",5.28,8.29,1,0.319,0.804,"None","11057","abhydrolase domain containing 2","NS",0.496209316942819
"LYST",-5.7,5.09,-1,0.319,0.804,"None","1130","lysosomal trafficking regulator","NS",0.496209316942819
"RASEF",-12.3,4.61,-1,0.319,0.804,"Non-endocrine","158158","RAS and EF-hand domain containing","NS",0.496209316942819
"DMBT1",-23.4,0.361,-1,0.319,0.804,"None","1755","deleted in malignant brain tumors 1","NS",0.496209316942819
"FBXO3",5.19,6.4,1,0.319,0.804,"None","26273","F-box protein 3","NS",0.496209316942819
"GOLGA3",4.83,6.78,1,0.319,0.804,"None","2802","golgin A3","NS",0.496209316942819
"ZNF774",7.17,3.01,1,0.319,0.804,"None","342132","zinc finger protein 774","NS",0.496209316942819
"LCP1",-11.2,2.72,-1,0.319,0.804,"None","3936","lymphocyte cytosolic protein 1","NS",0.496209316942819
"SPRN",-11.9,-1,-1,0.319,0.804,"None","503542","shadow of prion protein","NS",0.496209316942819
"CTDSPL2",6.97,5.43,1,0.319,0.804,"None","51496","CTD small phosphatase like 2","NS",0.496209316942819
"YOD1",9.19,6.14,1,0.319,0.804,"None","55432","YOD1 deubiquitinase","NS",0.496209316942819
"CDC42SE2",6.48,6.99,1,0.319,0.804,"None","56990","CDC42 small effector 2","NS",0.496209316942819
"SCML1",4.87,4.46,1,0.319,0.804,"None","6322","Scm polycomb group protein like 1","NS",0.496209316942819
"SNORA80E",9.83,-1.64,1,0.319,0.804,"None","677823","small nucleolar RNA, H/ACA box 80E","NS",0.496209316942819
"TAGLN",6.85,5.46,1,0.319,0.804,"None","6876","transgelin","NS",0.496209316942819
"TMPRSS13",-11.7,1.62,-1,0.319,0.804,"Non-endocrine","84000","transmembrane serine protease 13","NS",0.496209316942819
"IRS2",8.15,7.99,1,0.319,0.804,"None","8660","insulin receptor substrate 2","NS",0.496209316942819
"LOC100134391",14.3,-0.935,1,0.32,0.804,"Endocrine","100134391","uncharacterized LOC100134391","NS",0.494850021680094
"MTRNR2L4",11.1,-1.89,1,0.32,0.804,"None","100463285","MT-RNR2 like 4","NS",0.494850021680094
"MBLAC2",-6.56,2.48,-1,0.32,0.804,"None","153364","metallo-beta-lactamase domain containing 2","NS",0.494850021680094
"FAM71D",10.3,-1.21,1,0.32,0.804,"None","161142","family with sequence similarity 71 member D","NS",0.494850021680094
"EGFL6",18.8,-2.28,1.01,0.32,0.804,"None","25975","EGF like domain multiple 6","NS",0.494850021680094
"GCKR",-14.5,0.131,-1,0.32,0.804,"None","2646","glucokinase regulator","NS",0.494850021680094
"H2AX",5.01,4.56,1,0.32,0.804,"None","3014","H2A.X variant histone","NS",0.494850021680094
"ZNF880",5.17,2.93,0.999,0.32,0.804,"None","400713","zinc finger protein 880","NS",0.494850021680094
"PARD6A",5.19,4,1,0.32,0.804,"None","50855","par-6 family cell polarity regulator alpha","NS",0.494850021680094
"CASS4",11.6,-1.51,1,0.32,0.804,"None","57091","Cas scaffold protein family member 4","NS",0.494850021680094
"GPAM",-4.85,3.29,-1,0.32,0.804,"None","57678","glycerol-3-phosphate acyltransferase, mitochondrial","NS",0.494850021680094
"BLK",15.2,-0.728,0.999,0.32,0.805,"None","640","BLK proto-oncogene, Src family tyrosine kinase","NS",0.494850021680094
"ATP13A3",9.01,7.54,1,0.32,0.804,"None","79572","ATPase 13A3","NS",0.494850021680094
"ARHGAP28",-13.2,1.07,-0.999,0.32,0.805,"Non-endocrine","79822","Rho GTPase activating protein 28","NS",0.494850021680094
"ZNF212",8.19,3.56,0.999,0.32,0.805,"None","7988","zinc finger protein 212","NS",0.494850021680094
"ARHGAP24",-6.05,4.14,-1,0.32,0.804,"None","83478","Rho GTPase activating protein 24","NS",0.494850021680094
"RHPN2",-9.71,3.96,-0.999,0.32,0.804,"None","85415","rhophilin Rho GTPase binding protein 2","NS",0.494850021680094
"FHL5",-15.6,0.707,-1,0.32,0.804,"Non-endocrine","9457","four and a half LIM domains 5","NS",0.494850021680094
"CNR1",12.1,0.22,0.997,0.321,0.806,"None","1268","cannabinoid receptor 1","NS",0.493494967595128
"PPP1R1C",-10.3,1.02,-0.997,0.321,0.806,"None","151242","protein phosphatase 1 regulatory inhibitor subunit 1C","NS",0.493494967595128
"GEM",10.9,5.79,0.997,0.321,0.805,"None","2669","GTP binding protein overexpressed in skeletal muscle","NS",0.493494967595128
"MRPL22",5.81,4.64,0.999,0.321,0.805,"None","29093","mitochondrial ribosomal protein L22","NS",0.493494967595128
"MSX2",12.4,-0.489,0.999,0.321,0.805,"None","4488","msh homeobox 2","NS",0.493494967595128
"ZNF444",-4.61,4.48,-0.998,0.321,0.805,"None","55311","zinc finger protein 444","NS",0.493494967595128
"BEX1",5.87,7.49,0.998,0.321,0.805,"None","55859","brain expressed X-linked 1","NS",0.493494967595128
"STAT5A",5.78,4.58,0.997,0.321,0.805,"None","6776","signal transducer and activator of transcription 5A","NS",0.493494967595128
"ZNF711",6.6,5.01,0.998,0.321,0.805,"None","7552","zinc finger protein 711","NS",0.493494967595128
"MIR4284",10.8,-2.35,0.996,0.322,0.806,"None","100422948","microRNA 4284","NS",0.492144128304169
"SYNPR",11.8,-2.08,1,0.322,0.806,"None","132204","synaptoporin","NS",0.492144128304169
"FAM83H",4.39,5.53,0.995,0.322,0.806,"None","286077","family with sequence similarity 83 member H","NS",0.492144128304169
"KCNIP2",-7,0.0874,-0.997,0.322,0.806,"None","30819","potassium voltage-gated channel interacting protein 2","NS",0.492144128304169
"CLEC12B",13.7,-2.28,1.01,0.322,0.806,"None","387837","C-type lectin domain family 12 member B","NS",0.492144128304169
"PLCE1",-9.58,5.27,-0.995,0.322,0.806,"None","51196","phospholipase C epsilon 1","NS",0.492144128304169
"CDKL3",-7.51,-0.0981,-0.996,0.322,0.806,"None","51265","cyclin dependent kinase like 3","NS",0.492144128304169
"SLC16A1",13.2,2.92,0.995,0.322,0.806,"None","6566","solute carrier family 16 member 1","NS",0.492144128304169
"UGT2B4",18.6,-1.26,0.998,0.322,0.806,"None","7363","UDP glucuronosyltransferase family 2 member B4","NS",0.492144128304169
"ADAM12",-12.8,-0.461,-0.996,0.322,0.806,"None","8038","ADAM metallopeptidase domain 12","NS",0.492144128304169
"CORO6",-10.7,0.718,-0.995,0.322,0.806,"None","84940","coronin 6","NS",0.492144128304169
"LRAT",8.26,0.876,0.996,0.322,0.806,"None","9227","lecithin retinol acyltransferase","NS",0.492144128304169
"AKAP10",-5.19,3.99,-0.994,0.323,0.806,"None","11216","A-kinase anchoring protein 10","NS",0.490797477668897
"DECR2",-5.97,3.3,-0.995,0.323,0.806,"None","26063","2,4-dienoyl-CoA reductase 2","NS",0.490797477668897
"NPHP4",5.53,4.42,0.994,0.323,0.806,"None","261734","nephrocystin 4","NS",0.490797477668897
"LRRC9",9.13,1.45,0.995,0.323,0.806,"None","341883","leucine rich repeat containing 9","NS",0.490797477668897
"GPRACR",12.9,-2.31,1.01,0.323,0.806,"None","401554","GPR107 adjacent cis regulating lncRNA","NS",0.490797477668897
"TMED7",4.81,7.35,0.994,0.323,0.806,"None","51014","transmembrane p24 trafficking protein 7","NS",0.490797477668897
"PKP1",14.3,-0.135,0.994,0.323,0.806,"None","5317","plakophilin 1","NS",0.490797477668897
"KIF26B",8.18,3.32,0.994,0.323,0.806,"None","55083","kinesin family member 26B","NS",0.490797477668897
"MEAK7",-7.79,2.5,-0.994,0.323,0.806,"None","57707","MTOR associated protein, eak-7 homolog","NS",0.490797477668897
"EBF2",9.66,0.576,0.993,0.323,0.806,"None","64641","EBF transcription factor 2","NS",0.490797477668897
"CREB3L2",4.72,7.65,0.994,0.323,0.806,"None","64764","cAMP responsive element binding protein 3 like 2","NS",0.490797477668897
"SLC26A6",-6.7,2.63,-0.993,0.323,0.806,"None","65010","solute carrier family 26 member 6","NS",0.490797477668897
"SYNJ2",7.27,6.45,0.993,0.323,0.806,"None","8871","synaptojanin 2","NS",0.490797477668897
"LOC101927227",12.3,-1.73,0.995,0.324,0.806,"None","101927227","uncharacterized LOC101927227","NS",0.489454989793388
"SLC35A1",-6.79,2.63,-0.991,0.324,0.806,"None","10559","solute carrier family 35 member A1","NS",0.489454989793388
"KPTN",7.08,3.38,0.991,0.324,0.806,"None","11133","kaptin, actin binding protein","NS",0.489454989793388
"GJD4",13.1,-2.32,0.996,0.324,0.806,"None","219770","gap junction protein delta 4","NS",0.489454989793388
"AMY2A",-24.4,9.79,-0.991,0.324,0.806,"None","279","amylase alpha 2A","NS",0.489454989793388
"KCTD21",7.72,2.01,0.993,0.324,0.806,"None","283219","potassium channel tetramerization domain containing 21","NS",0.489454989793388
"SKOR1",-8.36,0.12,-0.992,0.324,0.806,"None","390598","SKI family transcriptional corepressor 1","NS",0.489454989793388
"CYP4F3",-14.7,1.95,-0.991,0.324,0.806,"None","4051","cytochrome P450 family 4 subfamily F member 3","NS",0.489454989793388
"MEF2A",-5.16,6.47,-0.991,0.324,0.806,"None","4205","myocyte enhancer factor 2A","NS",0.489454989793388
"DBX2",11.8,-2.52,1,0.324,0.806,"None","440097","developing brain homeobox 2","NS",0.489454989793388
"NRAS",6.3,6.04,0.991,0.324,0.806,"None","4893","NRAS proto-oncogene, GTPase","NS",0.489454989793388
"SPOCK3",-9.69,3.7,-0.992,0.324,0.806,"None","50859","SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3","NS",0.489454989793388
"UBE2J1",6.29,7.56,0.991,0.324,0.806,"None","51465","ubiquitin conjugating enzyme E2 J1","NS",0.489454989793388
"ATP7A",-7.19,3.61,-0.991,0.324,0.806,"None","538","ATPase copper transporting alpha","NS",0.489454989793388
"CFC1",-8.15,7.27,-0.991,0.324,0.806,"None","55997","cripto, FRL-1, cryptic family 1","NS",0.489454989793388
"ATP10A",8.94,0.745,0.992,0.324,0.806,"None","57194","ATPase phospholipid transporting 10A (putative)","NS",0.489454989793388
"SPEF2",4.53,3.24,0.992,0.324,0.806,"None","79925","sperm flagellar 2","NS",0.489454989793388
"SLC35F5",-7.34,5.56,-0.991,0.324,0.806,"None","80255","solute carrier family 35 member F5","NS",0.489454989793388
"ZNF341",-8.3,1.19,-0.992,0.324,0.806,"None","84905","zinc finger protein 341","NS",0.489454989793388
"SIGLEC10",-18.1,-0.797,-0.994,0.324,0.806,"None","89790","sialic acid binding Ig like lectin 10","NS",0.489454989793388
"FMNL3",-9.07,2.46,-0.992,0.324,0.806,"None","91010","formin like 3","NS",0.489454989793388
"RIMS3",-8.62,0.392,-0.991,0.324,0.806,"None","9783","regulating synaptic membrane exocytosis 3","NS",0.489454989793388
"SMIM9",10.6,-2.73,1.01,0.325,0.806,"None","100132963","small integral membrane protein 9","NS",0.488116639021126
"TMED2",4.88,8.27,0.99,0.325,0.806,"None","10959","transmembrane p24 trafficking protein 2","NS",0.488116639021126
"DUSP12",5.29,4.36,0.99,0.325,0.806,"None","11266","dual specificity phosphatase 12","NS",0.488116639021126
"TDRD9",11.9,4.69,0.989,0.325,0.807,"None","122402","tudor domain containing 9","NS",0.488116639021126
"SELENOM",6.5,5.61,0.99,0.325,0.806,"None","140606","selenoprotein M","NS",0.488116639021126
"TENT2",4.71,5.2,0.99,0.325,0.806,"None","167153","terminal nucleotidyltransferase 2","NS",0.488116639021126
"DUT",-5.92,4.88,-0.99,0.325,0.806,"None","1854","deoxyuridine triphosphatase","NS",0.488116639021126
"SWAP70",-6.59,5.33,-0.99,0.325,0.806,"None","23075","switching B cell complex subunit SWAP70","NS",0.488116639021126
"NEUROD1",-10.7,6.24,-0.99,0.325,0.806,"None","4760","neuronal differentiation 1","NS",0.488116639021126
"UBR5",5.53,6.91,0.989,0.325,0.807,"None","51366","ubiquitin protein ligase E3 component n-recognin 5","NS",0.488116639021126
"ATR",5.08,5.25,0.99,0.325,0.806,"None","545","ATR serine/threonine kinase","NS",0.488116639021126
"DGCR6",19.8,-0.159,0.99,0.325,0.807,"None","8214","DiGeorge syndrome critical region gene 6","NS",0.488116639021126
"MAP3K2-DT",8.88,1.15,0.987,0.326,0.807,"None","100506922","MAP3K2 divergent transcript","NS",0.486782399932061
"KLF12",-6.93,4.13,-0.987,0.326,0.807,"None","11278","Kruppel like factor 12","NS",0.486782399932061
"C8orf34",-13.7,-1.77,-0.988,0.326,0.807,"None","116328","chromosome 8 open reading frame 34","NS",0.486782399932061
"C1orf74",-6.04,3.53,-0.988,0.326,0.807,"None","148304","chromosome 1 open reading frame 74","NS",0.486782399932061
"APOBEC3A",-13.6,-1.59,-0.99,0.326,0.807,"None","200315","apolipoprotein B mRNA editing enzyme catalytic subunit 3A","NS",0.486782399932061
"EFEMP1",-7.09,3.98,-0.988,0.326,0.807,"Non-endocrine","2202","EGF containing fibulin extracellular matrix protein 1","NS",0.486782399932061
"GSE1",-4.56,7.24,-0.988,0.326,0.807,"None","23199","Gse1 coiled-coil protein","NS",0.486782399932061
"SLITRK5",-14.2,-0.724,-0.988,0.326,0.807,"None","26050","SLIT and NTRK like family member 5","NS",0.486782399932061
"YPEL1",9.22,1.33,0.987,0.326,0.807,"None","29799","yippee like 1","NS",0.486782399932061
"GUCY1A1",-5.9,4.76,-0.987,0.326,0.807,"None","2982","guanylate cyclase 1 soluble subunit alpha 1","NS",0.486782399932061
"HOXD8",-8.97,-0.62,-0.987,0.326,0.807,"None","3234","homeobox D8","NS",0.486782399932061
"CCSER1",-8.54,2.54,-0.988,0.326,0.807,"None","401145","coiled-coil serine rich protein 1","NS",0.486782399932061
"MUC5AC",-24.5,-1.14,-0.99,0.326,0.807,"None","4586","mucin 5AC, oligomeric mucus/gel-forming","NS",0.486782399932061
"RAPGEF6",5.49,2.8,0.987,0.326,0.807,"None","51735","Rap guanine nucleotide exchange factor 6","NS",0.486782399932061
"SHROOM4",-13.8,0.233,-0.988,0.326,0.807,"None","57477","shroom family member 4","NS",0.486782399932061
"ACTC1",8.28,1.13,0.988,0.326,0.807,"None","70","actin alpha cardiac muscle 1","NS",0.486782399932061
"WDR3",-6.41,3.95,-0.986,0.327,0.807,"None","10885","WD repeat domain 3","NS",0.485452247339714
"SPACA9",-4.8,2.38,-0.986,0.327,0.807,"None","11092","sperm acrosome associated 9","NS",0.485452247339714
"MTPN",6.42,6.83,0.985,0.327,0.807,"None","136319","myotrophin","NS",0.485452247339714
"ETV4",-11.6,2.65,-0.985,0.327,0.807,"None","2118","ETS variant transcription factor 4","NS",0.485452247339714
"FMO2",-17.9,0.434,-0.986,0.327,0.807,"None","2327","flavin containing dimethylaniline monoxygenase 2","NS",0.485452247339714
"AMELY",11.7,-2.08,0.992,0.327,0.807,"None","266","amelogenin Y-linked","NS",0.485452247339714
"CARD10",-5.62,4.49,-0.986,0.327,0.807,"None","29775","caspase recruitment domain family member 10","NS",0.485452247339714
"PRAMEF12",13.5,-2.31,0.994,0.327,0.807,"None","390999","PRAME family member 12","NS",0.485452247339714
"PHKG2",4.72,4.33,0.985,0.327,0.807,"None","5261","phosphorylase kinase catalytic subunit gamma 2","NS",0.485452247339714
"HIF1AN",-5.12,5.2,-0.985,0.327,0.807,"None","55662","hypoxia inducible factor 1 subunit alpha inhibitor","NS",0.485452247339714
"NLRC4",12,-1.6,0.985,0.327,0.807,"None","58484","NLR family CARD domain containing 4","NS",0.485452247339714
"SIX1",11.1,-2.11,0.989,0.327,0.807,"None","6495","SIX homeobox 1","NS",0.485452247339714
"TAL2",9.73,-2.59,0.991,0.327,0.807,"None","6887","TAL bHLH transcription factor 2","NS",0.485452247339714
"TGFB1I1",-6.32,2.18,-0.985,0.327,0.807,"None","7041","transforming growth factor beta 1 induced transcript 1","NS",0.485452247339714
"CAPN5",-6.64,3.38,-0.986,0.327,0.807,"None","726","calpain 5","NS",0.485452247339714
"KIF18A",11.9,-0.223,0.986,0.327,0.807,"None","81930","kinesin family member 18A","NS",0.485452247339714
"MYLK2",-15.5,-0.547,-0.986,0.327,0.807,"Non-endocrine","85366","myosin light chain kinase 2","NS",0.485452247339714
"USP2",5.41,6.07,0.986,0.327,0.807,"None","9099","ubiquitin specific peptidase 2","NS",0.485452247339714
"GLP2R",-10.8,1.41,-0.985,0.327,0.807,"None","9340","glucagon like peptide 2 receptor","NS",0.485452247339714
"CDK8",-5.47,4.37,-0.984,0.328,0.807,"None","1024","cyclin dependent kinase 8","NS",0.484126156288321
"NGF-AS1",11.9,-2.06,0.985,0.328,0.807,"None","112840934","NGF antisense RNA 1","NS",0.484126156288321
"COL10A1",-12.8,0.224,-0.984,0.328,0.807,"None","1300","collagen type X alpha 1 chain","NS",0.484126156288321
"PLAC8L1",9.04,-1.48,0.983,0.328,0.807,"None","153770","PLAC8 like 1","NS",0.484126156288321
"DNAH6",6.21,3.04,0.984,0.328,0.807,"Endocrine","1768","dynein axonemal heavy chain 6","NS",0.484126156288321
"ASF1A",-6.78,3.2,-0.982,0.328,0.807,"None","25842","anti-silencing function 1A histone chaperone","NS",0.484126156288321
"TGM6",-26.5,-1.87,-0.993,0.328,0.807,"None","343641","transglutaminase 6","NS",0.484126156288321
"PPARA",-6.66,4.14,-0.984,0.328,0.807,"None","5465","peroxisome proliferator activated receptor alpha","NS",0.484126156288321
"PCDHGB3",7.89,0.861,0.983,0.328,0.807,"None","56102","protocadherin gamma subfamily B, 3","NS",0.484126156288321
"PRPS2",-7.38,4.39,-0.982,0.328,0.807,"None","5634","phosphoribosyl pyrophosphate synthetase 2","NS",0.484126156288321
"ARFGEF3",5.56,8.39,0.984,0.328,0.807,"None","57221","ARFGEF family member 3","NS",0.484126156288321
"UPP1",10.7,5.49,0.984,0.328,0.807,"None","7378","uridine phosphorylase 1","NS",0.484126156288321
"MVB12B",-5.35,2.98,-0.983,0.328,0.807,"None","89853","multivesicular body subunit 12B","NS",0.484126156288321
"MSANTD3",11.9,5.28,0.984,0.328,0.807,"None","91283","Myb/SANT DNA binding domain containing 3","NS",0.484126156288321
"EMC2",-5.09,4.73,-0.984,0.328,0.807,"None","9694","ER membrane protein complex subunit 2","NS",0.484126156288321
"MIR23C",8.9,-2.37,0.983,0.329,0.808,"None","100500809","microRNA 23c","NS",0.482804102050026
"TMEM170A",-4.42,4.4,-0.982,0.329,0.807,"None","124491","transmembrane protein 170A","NS",0.482804102050026
"RIMS4",-13,-0.523,-0.982,0.329,0.807,"None","140730","regulating synaptic membrane exocytosis 4","NS",0.482804102050026
"MAMSTR",-9.08,-0.265,-0.982,0.329,0.807,"None","284358","MEF2 activating motif and SAP domain containing transcriptional regulator","NS",0.482804102050026
"IRF2",-6.74,3.37,-0.982,0.329,0.807,"None","3660","interferon regulatory factor 2","NS",0.482804102050026
"HES2",-11.3,-1.78,-0.984,0.329,0.807,"None","54626","hes family bHLH transcription factor 2","NS",0.482804102050026
"LAPTM4B",-7.88,6.06,-0.982,0.329,0.807,"None","55353","lysosomal protein transmembrane 4 beta","NS",0.482804102050026
"PCDHA3",5.84,2.88,0.982,0.329,0.807,"Endocrine","56145","protocadherin alpha 3","NS",0.482804102050026
"CHRNA10",-9.55,-0.438,-0.982,0.329,0.807,"None","57053","cholinergic receptor nicotinic alpha 10 subunit","NS",0.482804102050026
"ZFP91",5.37,6.55,0.982,0.329,0.807,"None","80829","ZFP91 zinc finger protein","NS",0.482804102050026
"ZNF461",5.77,3.94,0.981,0.329,0.809,"None","92283","zinc finger protein 461","NS",0.482804102050026
"ZNF837",-6.99,1.24,-0.978,0.33,0.81,"None","116412","zinc finger protein 837","NS",0.481486060122112
"CRAT",-5.8,5.43,-0.979,0.33,0.81,"Non-endocrine","1384","carnitine O-acetyltransferase","NS",0.481486060122112
"PRELID1",5.71,5.73,0.979,0.33,0.81,"None","27166","PRELI domain containing 1","NS",0.481486060122112
"SERPINB4",14.8,-2.13,0.999,0.33,0.81,"None","6318","serpin family B member 4","NS",0.481486060122112
"PROSER1",4.88,4.96,0.98,0.33,0.809,"None","80209","proline and serine rich 1","NS",0.481486060122112
"RASSF7",-5.57,5,-0.979,0.33,0.81,"None","8045","Ras association domain family member 7","NS",0.481486060122112
"CPNE6",-8.2,-2.03,-0.984,0.33,0.81,"None","9362","copine 6","NS",0.481486060122112
"CDKN2D",5.23,3.32,0.977,0.331,0.81,"None","1032","cyclin dependent kinase inhibitor 2D","NS",0.480172006224281
"MMP24",4.71,3.87,0.978,0.331,0.81,"None","10893","matrix metallopeptidase 24","NS",0.480172006224281
"ZNF579",-5.05,4.14,-0.978,0.331,0.81,"None","163033","zinc finger protein 579","NS",0.480172006224281
"TTC39A",-5.04,5.66,-0.978,0.331,0.81,"None","22996","tetratricopeptide repeat domain 39A","NS",0.480172006224281
"ANP32D",18.4,-2.56,0.994,0.331,0.81,"None","23519","acidic nuclear phosphoprotein 32 family member D","NS",0.480172006224281
"SYNGR4",8.33,3.18,0.977,0.331,0.81,"None","23546","synaptogyrin 4","NS",0.480172006224281
"CFAP299",-17.6,-2.38,-0.999,0.331,0.81,"None","255119","cilia and flagella associated protein 299","NS",0.480172006224281
"TLX2",11.4,-2.32,0.983,0.331,0.81,"None","3196","T cell leukemia homeobox 2","NS",0.480172006224281
"CCDC178",-8.25,-0.327,-0.977,0.331,0.81,"None","374864","coiled-coil domain containing 178","NS",0.480172006224281
"LHX1",13.6,-2.61,0.991,0.331,0.81,"None","3975","LIM homeobox 1","NS",0.480172006224281
"NIT1",-4.65,3.98,-0.978,0.331,0.81,"None","4817","nitrilase 1","NS",0.480172006224281
"PCNT",5.06,5.82,0.977,0.331,0.81,"Endocrine","5116","pericentrin","NS",0.480172006224281
"ZNF17",-6.21,1.73,-0.978,0.331,0.81,"None","7565","zinc finger protein 17","NS",0.480172006224281
"ZNF224",5.57,3.46,0.977,0.331,0.81,"None","7767","zinc finger protein 224","NS",0.480172006224281
"GSG1",-17.3,0.694,-0.977,0.331,0.81,"None","83445","germ cell associated 1","NS",0.480172006224281
"JRKL",-8.46,2.2,-0.977,0.331,0.81,"None","8690","JRK like","NS",0.480172006224281
"F2RL3",14.8,2.59,0.977,0.331,0.81,"None","9002","F2R like thrombin or trypsin receptor 3","NS",0.480172006224281
"TRIP12",4.88,7.45,0.976,0.331,0.81,"None","9320","thyroid hormone receptor interactor 12","NS",0.480172006224281
"NMT2",-5.44,4.4,-0.978,0.331,0.81,"None","9397","N-myristoyltransferase 2","NS",0.480172006224281
"NAALADL1",-8.85,0.936,-0.974,0.332,0.81,"None","10004","N-acetylated alpha-linked acidic dipeptidase like 1","NS",0.478861916295964
"UBALD1",5.07,4.87,0.976,0.332,0.81,"None","124402","UBA like domain containing 1","NS",0.478861916295964
"FITM2",-4.74,4.64,-0.976,0.332,0.81,"None","128486","fat storage inducing transmembrane protein 2","NS",0.478861916295964
"CARHSP1",-5.83,4.69,-0.975,0.332,0.81,"None","23589","calcium regulated heat stable protein 1","NS",0.478861916295964
"ALPG",11.6,-2.17,0.975,0.332,0.81,"None","251","alkaline phosphatase, germ cell","NS",0.478861916295964
"SPOPL",-4.79,5.33,-0.975,0.332,0.81,"None","339745","speckle type BTB/POZ protein like","NS",0.478861916295964
"NAP1L3",-5.63,4.54,-0.976,0.332,0.81,"None","4675","nucleosome assembly protein 1 like 3","NS",0.478861916295964
"MKS1",-5.68,2.83,-0.975,0.332,0.81,"None","54903","MKS transition zone complex subunit 1","NS",0.478861916295964
"SDHAF3",5.63,2.93,0.975,0.332,0.81,"None","57001","succinate dehydrogenase complex assembly factor 3","NS",0.478861916295964
"BDKRB2",-7.61,3.32,-0.976,0.332,0.81,"None","624","bradykinin receptor B2","NS",0.478861916295964
"GRTP1",-11.4,0.664,-0.976,0.332,0.81,"None","79774","growth hormone regulated TBC protein 1","NS",0.478861916295964
"BCAS1",-13.1,-0.839,-0.976,0.332,0.81,"None","8537","breast carcinoma amplified sequence 1","NS",0.478861916295964
"TBCK",-8.96,3.78,-0.975,0.332,0.81,"None","93627","TBC1 domain containing kinase","NS",0.478861916295964
"B3GNT3",16,2.48,0.973,0.333,0.81,"None","10331","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3","NS",0.47755576649368
"C1QL1",9.63,6.7,0.974,0.333,0.81,"None","10882","complement C1q like 1","NS",0.47755576649368
"NLRP5",19.6,-1.97,0.992,0.333,0.81,"None","126206","NLR family pyrin domain containing 5","NS",0.47755576649368
"RINL",5.01,4.13,0.972,0.333,0.81,"None","126432","Ras and Rab interactor like","NS",0.47755576649368
"APOE",-8.17,3.93,-0.973,0.333,0.81,"None","348","apolipoprotein E","NS",0.47755576649368
