"Feature","Coefficient","Average level","T_statistic","P_value","Adjusted p_value","Associated proportions","Gene_ID","Description","sig","negLogPval"
"CLEC11A",1.12,2.73,0.621,0.536,0.862,"None","6320","C-type lectin domain containing 11A","NS",0.27083521030723
"ERAP2",-2.34,2.92,-0.621,0.536,0.862,"None","64167","endoplasmic reticulum aminopeptidase 2","NS",0.27083521030723
"MTARC1",-0.979,1.97,-0.621,0.536,0.862,"None","64757","mitochondrial amidoxime reducing component 1","NS",0.27083521030723
"ZNF91",-1.03,5.04,-0.621,0.536,0.862,"None","7644","zinc finger protein 91","NS",0.27083521030723
"NANOG",1.96,-2.24,0.624,0.536,0.862,"None","79923","Nanog homeobox","NS",0.27083521030723
"SLC28A2",-2.06,-2.28,-0.622,0.536,0.862,"None","9153","solute carrier family 28 member 2","NS",0.27083521030723
"CD33",-1.99,-1.96,-0.622,0.536,0.862,"Non-endocrine","945","CD33 molecule","NS",0.27083521030723
"RIMS2",-1.07,5.38,-0.621,0.536,0.862,"Endocrine","9699","regulating synaptic membrane exocytosis 2","NS",0.27083521030723
"MIEF2",1.13,4.32,0.62,0.537,0.862,"None","125170","mitochondrial elongation factor 2","NS",0.270025714300444
"C4orf46",-0.831,2.57,-0.62,0.537,0.862,"None","201725","chromosome 4 open reading frame 46","NS",0.270025714300444
"RAB40AL",-1.67,-1.93,-0.62,0.537,0.862,"None","282808","RAB40A like","NS",0.270025714300444
"RAX",-3.23,-2.37,-0.626,0.537,0.862,"None","30062","retina and anterior neural fold homeobox","NS",0.270025714300444
"ZNF850",1.08,1.7,0.62,0.537,0.862,"None","342892","zinc finger protein 850","NS",0.270025714300444
"IL6ST",1.2,8.15,0.619,0.537,0.862,"None","3572","interleukin 6 signal transducer","NS",0.270025714300444
"PIWIL2",-2.22,0.466,-0.619,0.537,0.862,"None","55124","piwi like RNA-mediated gene silencing 2","NS",0.270025714300444
"TIGAR",0.921,2.91,0.62,0.537,0.862,"None","57103","TP53 induced glycolysis regulatory phosphatase","NS",0.270025714300444
"WNK1",-0.888,7.03,-0.62,0.537,0.862,"None","65125","WNK lysine deficient protein kinase 1","NS",0.270025714300444
"B3GNT4",1.34,0.361,0.619,0.537,0.862,"None","79369","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4","NS",0.270025714300444
"MRI1",-1.1,3.27,-0.62,0.537,0.862,"None","84245","methylthioribose-1-phosphate isomerase 1","NS",0.270025714300444
"DCUN1D5",0.883,4.58,0.62,0.537,0.862,"None","84259","defective in cullin neddylation 1 domain containing 5","NS",0.270025714300444
"TACC3",-1.37,2.62,-0.617,0.538,0.862,"None","10460","transforming acidic coiled-coil containing protein 3","NS",0.269217724333611
"FAM186A",-2.66,-1.31,-0.62,0.538,0.862,"None","121006","family with sequence similarity 186 member A","NS",0.269217724333611
"FAM210A",-0.848,3.13,-0.619,0.538,0.862,"None","125228","family with sequence similarity 210 member A","NS",0.269217724333611
"PRSS37",1.83,-2.46,0.622,0.538,0.862,"None","136242","serine protease 37","NS",0.269217724333611
"FAM217A",1.93,-0.947,0.618,0.538,0.862,"None","222826","family with sequence similarity 217 member A","NS",0.269217724333611
"SCML4",-1.99,0.922,-0.618,0.538,0.862,"None","256380","Scm polycomb group protein like 4","NS",0.269217724333611
"SCGB2B2",-1.51,-0.201,-0.618,0.538,0.862,"None","284402","secretoglobin family 2B member 2","NS",0.269217724333611
"CTXN1",1.06,1.58,0.618,0.538,0.862,"None","404217","cortexin 1","NS",0.269217724333611
"TBC1D3B",-1.57,-2.34,-0.62,0.538,0.862,"None","414059","TBC1 domain family member 3B","NS",0.269217724333611
"PTGDR",-1.72,-2.21,-0.62,0.538,0.862,"None","5729","prostaglandin D2 receptor","NS",0.269217724333611
"PBXIP1",0.98,7.2,0.618,0.538,0.862,"None","57326","PBX homeobox interacting protein 1","NS",0.269217724333611
"NKX3-2",1.63,-1.82,0.618,0.538,0.862,"None","579","NK3 homeobox 2","NS",0.269217724333611
"ZFP62",-0.812,3.73,-0.617,0.538,0.862,"None","643836","ZFP62 zinc finger protein","NS",0.269217724333611
"BCL2L14",2.25,0.285,0.618,0.538,0.862,"Non-endocrine","79370","BCL2 like 14","NS",0.269217724333611
"PRR5L",-1.48,-0.267,-0.619,0.538,0.862,"None","79899","proline rich 5 like","NS",0.269217724333611
"C11orf68",-1.05,3.86,-0.619,0.538,0.862,"None","83638","chromosome 11 open reading frame 68","NS",0.269217724333611
"CHCHD5",0.841,3.97,0.618,0.538,0.862,"None","84269","coiled-coil-helix-coiled-coil-helix domain containing 5","NS",0.269217724333611
"PCGF1",-0.84,3.03,-0.619,0.538,0.862,"None","84759","polycomb group ring finger 1","NS",0.269217724333611
"SH2D2A",-1.7,-0.121,-0.618,0.538,0.862,"None","9047","SH2 domain containing 2A","NS",0.269217724333611
"SRGAP2",-1.26,5.05,-0.617,0.539,0.863,"None","23380","SLIT-ROBO Rho GTPase activating protein 2","NS",0.268411234813261
"CEMIP2",1.76,6.32,0.617,0.539,0.863,"None","23670","cell migration inducing hyaluronidase 2","NS",0.268411234813261
"GFRAL",-1.71,-2.61,-0.619,0.539,0.863,"None","389400","GDNF family receptor alpha like","NS",0.268411234813261
"MCM6",1.18,2.78,0.617,0.539,0.863,"None","4175","minichromosome maintenance complex component 6","NS",0.268411234813261
"DHH",1.71,-2,0.617,0.539,0.863,"Non-endocrine","50846","desert hedgehog signaling molecule","NS",0.268411234813261
"RNF181",0.937,4.29,0.616,0.539,0.863,"None","51255","ring finger protein 181","NS",0.268411234813261
"ERMARD",0.823,3.86,0.616,0.539,0.863,"None","55780","ER membrane associated RNA degradation","NS",0.268411234813261
"LMO3",2.2,2.67,0.616,0.539,0.863,"None","55885","LIM domain only 3","NS",0.268411234813261
"SNRNP25",-0.836,3.3,-0.617,0.539,0.863,"None","79622","small nuclear ribonucleoprotein U11/U12 subunit 25","NS",0.268411234813261
"FHOD3",1.45,1.81,0.617,0.539,0.863,"None","80206","formin homology 2 domain containing 3","NS",0.268411234813261
"CREB3L3",2.06,-2.2,0.618,0.539,0.863,"None","84699","cAMP responsive element binding protein 3 like 3","NS",0.268411234813261
"KIAA0408",-1.94,-1.65,-0.617,0.539,0.863,"None","9729","KIAA0408","NS",0.268411234813261
"FSTL1",1.05,6.15,0.615,0.54,0.863,"None","11167","follistatin like 1","NS",0.267606240177031
"HSPA12B",2.21,0.99,0.616,0.54,0.863,"None","116835","heat shock protein family A (Hsp70) member 12B","NS",0.267606240177031
"CNTN4",-1.44,4.11,-0.615,0.54,0.863,"None","152330","contactin 4","NS",0.267606240177031
"RASGEF1B",-1.3,6.13,-0.616,0.54,0.863,"Endocrine","153020","RasGEF domain family member 1B","NS",0.267606240177031
"SSBP4",0.813,6.29,0.615,0.54,0.863,"None","170463","single stranded DNA binding protein 4","NS",0.267606240177031
"TUBB",-0.866,7.28,-0.614,0.54,0.863,"None","203068","tubulin beta class I","NS",0.267606240177031
"SNW1",-0.984,6.3,-0.616,0.54,0.863,"None","22938","SNW domain containing 1","NS",0.267606240177031
"ZFYVE26",-0.861,4.61,-0.615,0.54,0.863,"None","23503","zinc finger FYVE-type containing 26","NS",0.267606240177031
"AQP9",-2.54,-1.2,-0.616,0.54,0.863,"None","366","aquaporin 9","NS",0.267606240177031
"TYW1B",-1.5,1.55,-0.615,0.54,0.863,"None","441250","tRNA-yW synthesizing protein 1 homolog B","NS",0.267606240177031
"GIMAP6",2.06,1.98,0.616,0.54,0.863,"None","474344","GTPase, IMAP family member 6","NS",0.267606240177031
"DDX47",1.29,2.22,0.615,0.54,0.863,"None","51202","DEAD-box helicase 47","NS",0.267606240177031
"CBWD6",-1.2,2.87,-0.615,0.54,0.863,"None","644019","COBW domain containing 6","NS",0.267606240177031
"LST1",1.67,-1.38,0.616,0.54,0.863,"Non-endocrine","7940","leukocyte specific transcript 1","NS",0.267606240177031
"ARID5B",1.47,6.74,0.615,0.54,0.863,"None","84159","AT-rich interaction domain 5B","NS",0.267606240177031
"ZNF628",-0.956,3.7,-0.614,0.54,0.863,"None","89887","zinc finger protein 628","NS",0.267606240177031
"C1orf158",-2.09,0.639,-0.615,0.54,0.863,"None","93190","chromosome 1 open reading frame 158","NS",0.267606240177031
"CRPPA-AS1",-2.27,-2.12,-0.615,0.541,0.863,"None","100506025","CRPPA antisense RNA 1","NS",0.266802734893431
"COL8A2",1.87,1.24,0.614,0.541,0.863,"None","1296","collagen type VIII alpha 2 chain","NS",0.266802734893431
"NEDD4L",1.39,6.95,0.613,0.541,0.863,"None","23327","NEDD4 like E3 ubiquitin protein ligase","NS",0.266802734893431
"ATP6V0D2",1.62,-2.59,0.616,0.541,0.863,"None","245972","ATPase H+ transporting V0 subunit d2","NS",0.266802734893431
"KITLG",1.87,3.88,0.613,0.541,0.863,"None","4254","KIT ligand","NS",0.266802734893431
"UBE2J1",1.11,7.56,0.613,0.541,0.863,"None","51465","ubiquitin conjugating enzyme E2 J1","NS",0.266802734893431
"ANXA8L1",-3.81,-1.6,-0.616,0.541,0.863,"None","728113","annexin A8 like 1","NS",0.266802734893431
"CACNB1",0.966,2.51,0.614,0.541,0.863,"None","782","calcium voltage-gated channel auxiliary subunit beta 1","NS",0.266802734893431
"PAQR8",-2.67,2.71,-0.613,0.541,0.863,"None","85315","progestin and adipoQ receptor family member 8","NS",0.266802734893431
"TMEM35B",-2.15,-1.96,-0.614,0.542,0.863,"None","100506144","transmembrane protein 35B","NS",0.266000713461613
"PKIG",-1.02,5.38,-0.612,0.542,0.864,"None","11142","cAMP-dependent protein kinase inhibitor gamma","NS",0.266000713461613
"CLTB",1.24,6.37,0.612,0.542,0.863,"None","1212","clathrin light chain B","NS",0.266000713461613
"CDPF1",-1.24,1.93,-0.613,0.542,0.863,"None","150383","cysteine rich DPF motif domain containing 1","NS",0.266000713461613
"GPAT2",1.63,0.608,0.613,0.542,0.863,"None","150763","glycerol-3-phosphate acyltransferase 2, mitochondrial","NS",0.266000713461613
"DTWD2",-1.69,2.13,-0.613,0.542,0.863,"None","285605","DTW domain containing 2","NS",0.266000713461613
"KLRF1",1.92,-1.53,0.612,0.542,0.864,"None","51348","killer cell lectin like receptor F1","NS",0.266000713461613
"YPEL5",0.904,8,0.612,0.542,0.864,"None","51646","yippee like 5","NS",0.266000713461613
"TEKT3",-1.91,-1.19,-0.612,0.542,0.864,"None","64518","tektin 3","NS",0.266000713461613
"HMCN1",1.5,0.749,0.612,0.542,0.864,"None","83872","hemicentin 1","NS",0.266000713461613
"RECQL5",-1.08,3.79,-0.612,0.542,0.864,"None","9400","RecQ like helicase 5","NS",0.266000713461613
"PTBP3",-1.04,7.49,-0.611,0.542,0.864,"None","9991","polypyrimidine tract binding protein 3","NS",0.266000713461613
"CIT",-1.96,2.63,-0.61,0.543,0.864,"None","11113","citron rho-interacting serine/threonine kinase","NS",0.265200170411153
"BTN3A2",1.58,2.87,0.61,0.543,0.864,"Non-endocrine","11118","butyrophilin subfamily 3 member A2","NS",0.265200170411153
"CTH",1.98,2.26,0.611,0.543,0.864,"None","1491","cystathionine gamma-lyase","NS",0.265200170411153
"DBI",1.08,5.83,0.611,0.543,0.864,"None","1622","diazepam binding inhibitor, acyl-CoA binding protein","NS",0.265200170411153
"DNASE1",1.84,3.19,0.611,0.543,0.864,"None","1773","deoxyribonuclease 1","NS",0.265200170411153
"ASCL1",2.95,-0.00292,0.611,0.543,0.864,"None","429","achaete-scute family bHLH transcription factor 1","NS",0.265200170411153
"ETV3L",-1.84,-2.06,-0.612,0.543,0.864,"None","440695","ETS variant transcription factor 3 like","NS",0.265200170411153
"PEG3",-1.63,5.34,-0.61,0.543,0.864,"None","5178","paternally expressed 3","NS",0.265200170411153
"TMEM161A",-0.783,3.32,-0.611,0.543,0.864,"None","54929","transmembrane protein 161A","NS",0.265200170411153
"REEP1",1.17,3.69,0.611,0.543,0.864,"None","65055","receptor accessory protein 1","NS",0.265200170411153
"CACNA1C",1.14,6.14,0.61,0.543,0.864,"None","775","calcium voltage-gated channel subunit alpha1 C","NS",0.265200170411153
"MUS81",-1.01,3.65,-0.611,0.543,0.864,"None","80198","MUS81 structure-specific endonuclease subunit","NS",0.265200170411153
"ACVR2B",1.46,3,0.61,0.543,0.864,"None","93","activin A receptor type 2B","NS",0.265200170411153
"RAB36",-1.05,4.59,-0.61,0.543,0.864,"Endocrine","9609","RAB36, member RAS oncogene family","NS",0.265200170411153
"SEMA4B",0.952,5.79,0.609,0.544,0.864,"None","10509","semaphorin 4B","NS",0.26440110030182
"SERPINA11",2.85,-1.69,0.61,0.544,0.864,"None","256394","serpin family A member 11","NS",0.26440110030182
"TMEM151A",-1.3,4.91,-0.608,0.544,0.864,"None","256472","transmembrane protein 151A","NS",0.26440110030182
"HLA-DOB",1.94,-1.02,0.609,0.544,0.864,"None","3112","major histocompatibility complex, class II, DO beta","NS",0.26440110030182
"APOA1",-2.11,-1.35,-0.609,0.544,0.864,"None","335","apolipoprotein A1","NS",0.26440110030182
"IGF1R",1.21,6.55,0.61,0.544,0.864,"None","3480","insulin like growth factor 1 receptor","NS",0.26440110030182
"CPSF2",-1.05,5.08,-0.609,0.544,0.864,"None","53981","cleavage and polyadenylation specific factor 2","NS",0.26440110030182
"RGS10",1.55,-0.0764,0.608,0.544,0.864,"None","6001","regulator of G protein signaling 10","NS",0.26440110030182
"ROM1",0.992,2.25,0.609,0.544,0.864,"None","6094","retinal outer segment membrane protein 1","NS",0.26440110030182
"CLSPN",2.25,-1.04,0.61,0.544,0.864,"None","63967","claspin","NS",0.26440110030182
"STRA6",-1.69,-1.37,-0.61,0.544,0.864,"None","64220","signaling receptor and transporter of retinol STRA6","NS",0.26440110030182
"FCGBP",1.88,2.44,0.609,0.544,0.864,"None","8857","Fc fragment of IgG binding protein","NS",0.26440110030182
"UPK3B",1.93,-0.738,0.608,0.545,0.864,"None","105375355","uroplakin 3B","NS",0.263603497723358
"TRIM31",2.41,-1.51,0.609,0.545,0.864,"None","11074","tripartite motif containing 31","NS",0.263603497723358
"ZFP30",-1.23,2.77,-0.607,0.545,0.865,"None","22835","ZFP30 zinc finger protein","NS",0.263603497723358
"EXPH5",-2.37,2.64,-0.607,0.545,0.865,"None","23086","exophilin 5","NS",0.263603497723358
"GMDS",0.98,3.76,0.607,0.545,0.865,"Non-endocrine","2762","GDP-mannose 4,6-dehydratase","NS",0.263603497723358
"HMGA1",2.26,6.93,0.608,0.545,0.864,"None","3159","high mobility group AT-hook 1","NS",0.263603497723358
"ZNF445",1.72,3.99,0.608,0.545,0.864,"None","353274","zinc finger protein 445","NS",0.263603497723358
"HAPLN4",-2.56,-2.55,-0.617,0.545,0.864,"None","404037","hyaluronan and proteoglycan link protein 4","NS",0.263603497723358
"FANCI",2.37,3.29,0.608,0.545,0.864,"None","55215","FA complementation group I","NS",0.263603497723358
"TPSB2",-2.23,2.02,-0.607,0.545,0.865,"None","64499","tryptase beta 2 (gene/pseudogene)","NS",0.263603497723358
"SLC5A5",-3.08,-1.21,-0.609,0.545,0.864,"None","6528","solute carrier family 5 member 5","NS",0.263603497723358
"CCDC134",1.04,1.17,0.607,0.545,0.865,"None","79879","coiled-coil domain containing 134","NS",0.263603497723358
"NME5",-1.06,2.81,-0.607,0.545,0.865,"None","8382","NME/NM23 family member 5","NS",0.263603497723358
"RNASEH2C",-0.773,4.98,-0.608,0.545,0.864,"None","84153","ribonuclease H2 subunit C","NS",0.263603497723358
"MCM3AP",-0.842,6.2,-0.607,0.545,0.865,"None","8888","minichromosome maintenance complex component 3 associated protein","NS",0.263603497723358
"NXPE3",-0.945,5.27,-0.607,0.545,0.865,"None","91775","neurexophilin and PC-esterase domain family member 3","NS",0.263603497723358
"MARVELD3",-1.21,3.86,-0.608,0.545,0.864,"None","91862","MARVEL domain containing 3","NS",0.263603497723358
"GNGT2",1.64,-1.85,0.607,0.546,0.865,"None","2793","G protein subunit gamma transducin 2","NS",0.262807357295263
"NUP43",-1.37,3.57,-0.606,0.546,0.865,"None","348995","nucleoporin 43","NS",0.262807357295263
"SRRT",-0.933,6.83,-0.606,0.546,0.865,"None","51593","serrate, RNA effector molecule","NS",0.262807357295263
"GPR87",-1.86,-2.42,-0.608,0.546,0.865,"None","53836","G protein-coupled receptor 87","NS",0.262807357295263
"CSNK1G1",-0.833,4.66,-0.605,0.546,0.865,"None","53944","casein kinase 1 gamma 1","NS",0.262807357295263
"GDPD2",-1.54,-2.26,-0.607,0.546,0.865,"None","54857","glycerophosphodiester phosphodiesterase domain containing 2","NS",0.262807357295263
"RAD9A",-0.861,3.82,-0.605,0.546,0.865,"None","5883","RAD9 checkpoint clamp component A","NS",0.262807357295263
"SNORD71",-2.33,-1.33,-0.606,0.546,0.865,"None","692111","small nucleolar RNA, C/D box 71","NS",0.262807357295263
"ZNF182",1.01,2.6,0.607,0.546,0.865,"None","7569","zinc finger protein 182","NS",0.262807357295263
"TAF1D",1.19,5.59,0.606,0.546,0.865,"None","79101","TATA-box binding protein associated factor, RNA polymerase I subunit D","NS",0.262807357295263
"DLGAP5",2.5,-1.79,0.607,0.546,0.865,"None","9787","DLG associated protein 5","NS",0.262807357295263
"CASP8AP2",-1.29,3.26,-0.606,0.546,0.865,"None","9994","caspase 8 associated protein 2","NS",0.262807357295263
"MRPL55",-0.891,4.51,-0.604,0.547,0.866,"None","128308","mitochondrial ribosomal protein L55","NS",0.262012673666569
"ALOX5AP",1.8,1.23,0.604,0.547,0.866,"None","241","arachidonate 5-lipoxygenase activating protein","NS",0.262012673666569
"ARSI",1.64,-0.489,0.604,0.547,0.866,"None","340075","arylsulfatase family member I","NS",0.262012673666569
"FAM72C",1.26,-2.46,0.606,0.547,0.865,"None","554282","family with sequence similarity 72 member C","NS",0.262012673666569
"ARHGAP20",2.28,0.0692,0.605,0.547,0.865,"None","57569","Rho GTPase activating protein 20","NS",0.262012673666569
"RPS15",0.968,8.38,0.604,0.547,0.866,"None","6209","ribosomal protein S15","NS",0.262012673666569
"VRK1",0.89,2.75,0.605,0.547,0.865,"None","7443","VRK serine/threonine kinase 1","NS",0.262012673666569
"RNF103",-0.911,5.9,-0.604,0.547,0.866,"None","7844","ring finger protein 103","NS",0.262012673666569
"H4C4",1.49,-1.9,0.605,0.547,0.865,"None","8360","H4 clustered histone 4","NS",0.262012673666569
"YARS1",-0.94,6.38,-0.605,0.547,0.865,"None","8565","tyrosyl-tRNA synthetase 1","NS",0.262012673666569
"TRPC5OS",2.48,-2.01,0.605,0.548,0.866,"None","100329135","TRPC5 opposite strand","NS",0.261219441515631
"CEACAM7",-2.44,1.04,-0.602,0.548,0.866,"None","1087","CEA cell adhesion molecule 7","NS",0.261219441515631
"NIBAN3",-1.76,-1.85,-0.603,0.548,0.866,"None","199786","niban apoptosis regulator 3","NS",0.261219441515631
"CHST5",-2.11,-1.04,-0.603,0.548,0.866,"None","23563","carbohydrate sulfotransferase 5","NS",0.261219441515631
"GAS2L2",2.57,-2.18,0.606,0.548,0.866,"None","246176","growth arrest specific 2 like 2","NS",0.261219441515631
"NPR2",-1.37,2.92,-0.603,0.548,0.866,"None","4882","natriuretic peptide receptor 2","NS",0.261219441515631
"SGCG",-1.31,-2.57,-0.605,0.548,0.866,"None","6445","sarcoglycan gamma","NS",0.261219441515631
"MAB21L4",-2.24,2.96,-0.603,0.548,0.866,"None","79919","mab-21 like 4","NS",0.261219441515631
"SNX27",-1.05,4.73,-0.603,0.548,0.866,"None","81609","sorting nexin 27","NS",0.261219441515631
"CDC25A",-1.54,0.179,-0.603,0.548,0.866,"None","993","cell division cycle 25A","NS",0.261219441515631
"LINC01535",-1.93,0.873,-0.601,0.549,0.867,"None","101927667","long intergenic non-protein coding RNA 1535","NS",0.260427655549908
"LOC102724951",-2.38,-2.45,-0.607,0.549,0.867,"None","102724951","uncharacterized LOC102724951","NS",0.260427655549908
"LINC02734",2.77,-2.19,0.607,0.549,0.867,"None","105369413","long intergenic non-protein coding RNA 2734","NS",0.260427655549908
"LOC112267895",-1.77,-2.31,-0.604,0.549,0.867,"None","112267895","uncharacterized LOC112267895","NS",0.260427655549908
"STAP1",-1.5,-1.96,-0.601,0.549,0.867,"None","26228","signal transducing adaptor family member 1","NS",0.260427655549908
"VPS33B",-0.945,2.45,-0.601,0.549,0.867,"None","26276","VPS33B late endosome and lysosome associated","NS",0.260427655549908
"INSIG2",0.896,4.18,0.601,0.549,0.867,"Non-endocrine","51141","insulin induced gene 2","NS",0.260427655549908
"SERPINI1",1,4.89,0.602,0.549,0.867,"None","5274","serpin family I member 1","NS",0.260427655549908
"KDM5C",1.04,6.96,0.602,0.549,0.867,"None","8242","lysine demethylase 5C","NS",0.260427655549908
"IER2",1.21,6.59,0.601,0.549,0.867,"None","9592","immediate early response 2","NS",0.260427655549908
"WDR66",-0.989,2.48,-0.6,0.55,0.867,"None","144406","WD repeat domain 66","NS",0.259637310505756
"ZCCHC12",-1.55,-0.0575,-0.599,0.55,0.868,"None","170261","zinc finger CCHC-type containing 12","NS",0.259637310505756
"DET1",1.6,0.96,0.601,0.55,0.867,"None","55070","DET1 partner of COP1 E3 ubiquitin ligase","NS",0.259637310505756
"HSD3B7",1.46,2.37,0.6,0.55,0.867,"None","80270","hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7","NS",0.259637310505756
"S1PR4",-1.8,-1.87,-0.601,0.55,0.867,"None","8698","sphingosine-1-phosphate receptor 4","NS",0.259637310505756
"IPO7",-0.784,7.15,-0.598,0.551,0.869,"None","10527","importin 7","NS",0.258848401148215
"RRH",-1.42,-1.71,-0.598,0.551,0.869,"None","10692","retinal pigment epithelium-derived rhodopsin homolog","NS",0.258848401148215
"CYP1B1",2.78,3.25,0.599,0.551,0.868,"None","1545","cytochrome P450 family 1 subfamily B member 1","NS",0.258848401148215
"CPAMD8",-1.71,0.0548,-0.599,0.551,0.868,"None","27151","C3 and PZP like alpha-2-macroglobulin domain containing 8","NS",0.258848401148215
"PDPR",-1.03,5.44,-0.599,0.551,0.868,"None","55066","pyruvate dehydrogenase phosphatase regulatory subunit","NS",0.258848401148215
"NOP10",0.943,4.39,0.598,0.551,0.868,"None","55505","NOP10 ribonucleoprotein","NS",0.258848401148215
"GPR158",-1.28,3.64,-0.599,0.551,0.868,"None","57512","G protein-coupled receptor 158","NS",0.258848401148215
"RPL27",1.08,7.88,0.598,0.551,0.869,"None","6155","ribosomal protein L27","NS",0.258848401148215
"EFL1",-1.16,4.83,-0.598,0.551,0.868,"None","79631","elongation factor like GTPase 1","NS",0.258848401148215
"B3GNT6",-1.59,-2.55,-0.599,0.552,0.869,"None","192134","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6","NS",0.258060922270801
"ZCCHC14",-1.18,6.41,-0.597,0.552,0.869,"None","23174","zinc finger CCHC-type containing 14","NS",0.258060922270801
"NACA2",1.9,-1.97,0.598,0.552,0.869,"None","342538","nascent polypeptide associated complex subunit alpha 2","NS",0.258060922270801
"TICAM2",-1.57,-1.1,-0.597,0.552,0.869,"None","353376","toll like receptor adaptor molecule 2","NS",0.258060922270801
"SPATA21",1.79,-1.27,0.597,0.552,0.869,"None","374955","spermatogenesis associated 21","NS",0.258060922270801
"KCNQ3",-1.87,2.5,-0.597,0.552,0.869,"None","3786","potassium voltage-gated channel subfamily Q member 3","NS",0.258060922270801
"SIPA1L2",-1.05,5.72,-0.597,0.552,0.869,"None","57568","signal induced proliferation associated 1 like 2","NS",0.258060922270801
"RGS3",1.06,4.28,0.597,0.552,0.869,"Non-endocrine","5998","regulator of G protein signaling 3","NS",0.258060922270801
"H2BC13",-2.26,-2.45,-0.603,0.552,0.869,"None","8340","H2B clustered histone 13","NS",0.258060922270801
"GJB6",-2.33,-2.26,-0.6,0.553,0.87,"None","10804","gap junction protein beta 6","NS",0.257274868695302
"CCDC138",-0.98,1.74,-0.596,0.553,0.87,"None","165055","coiled-coil domain containing 138","NS",0.257274868695302
"ZNF318",0.824,5.37,0.595,0.553,0.87,"None","24149","zinc finger protein 318","NS",0.257274868695302
"NPTX1",-2.19,-0.972,-0.596,0.553,0.869,"None","4884","neuronal pentraxin 1","NS",0.257274868695302
"HSD17B14",1.01,4.61,0.595,0.553,0.87,"None","51171","hydroxysteroid 17-beta dehydrogenase 14","NS",0.257274868695302
"PPAT",-0.857,4.18,-0.596,0.553,0.869,"None","5471","phosphoribosyl pyrophosphate amidotransferase","NS",0.257274868695302
"PTGIS",-2.26,0.214,-0.595,0.553,0.87,"None","5740","prostaglandin I2 synthase","NS",0.257274868695302
"SPIRE2",0.873,4.4,0.595,0.553,0.87,"None","84501","spire type actin nucleation factor 2","NS",0.257274868695302
"SENP8",-1.99,0.371,-0.593,0.554,0.871,"None","123228","SUMO peptidase family member, NEDD8 specific","NS",0.25649023527157
"TPRA1",-0.812,4.49,-0.593,0.554,0.871,"None","131601","transmembrane protein adipocyte associated 1","NS",0.25649023527157
"C6orf118",-1.52,-1.03,-0.593,0.554,0.871,"None","168090","chromosome 6 open reading frame 118","NS",0.25649023527157
"ITGAE",-0.936,2.92,-0.594,0.554,0.87,"None","3682","integrin subunit alpha E","NS",0.25649023527157
"CERKL",-1.17,4.22,-0.594,0.554,0.87,"Endocrine","375298","ceramide kinase like","NS",0.25649023527157
"LIPT1",-0.972,1.96,-0.594,0.554,0.87,"None","51601","lipoyltransferase 1","NS",0.25649023527157
"DARS2",-1.09,3.45,-0.595,0.554,0.87,"None","55157","aspartyl-tRNA synthetase 2, mitochondrial","NS",0.25649023527157
"RTP4",2,0.574,0.594,0.554,0.87,"None","64108","receptor transporter protein 4","NS",0.25649023527157
"NUTM2D",-1.21,1.44,-0.594,0.554,0.87,"None","728130","NUT family member 2D","NS",0.25649023527157
"CRPPA",-1.11,1.71,-0.594,0.554,0.87,"None","729920","CDP-L-ribitol pyrophosphorylase A","NS",0.25649023527157
"UPK2",1.78,-2.08,0.595,0.554,0.87,"None","7379","uroplakin 2","NS",0.25649023527157
"WNT9B",1.6,-2.11,0.595,0.554,0.87,"None","7484","Wnt family member 9B","NS",0.25649023527157
"FAM3D",2.27,-1.62,0.593,0.555,0.871,"None","131177","FAM3 metabolism regulating signaling molecule D","NS",0.255707016877324
"TMEM86A",-0.803,2.44,-0.592,0.555,0.871,"None","144110","transmembrane protein 86A","NS",0.255707016877324
"GGT5",-1.18,4.22,-0.593,0.555,0.871,"Non-endocrine","2687","gamma-glutamyltransferase 5","NS",0.255707016877324
"HOXD9",-1.63,-1.79,-0.593,0.555,0.871,"None","3235","homeobox D9","NS",0.255707016877324
"SMAD1",-1.08,3.94,-0.593,0.555,0.871,"None","4086","SMAD family member 1","NS",0.255707016877324
"ASIC4",1.83,-1.34,0.592,0.555,0.871,"None","55515","acid sensing ion channel subunit family member 4","NS",0.255707016877324
"AKR1B10",2.97,-0.42,0.594,0.555,0.871,"None","57016","aldo-keto reductase family 1 member B10","NS",0.255707016877324
"ZNF10",-0.997,5.5,-0.592,0.555,0.871,"Endocrine","7556","zinc finger protein 10","NS",0.255707016877324
"ECRG4",-1.86,0.00384,-0.593,0.555,0.871,"None","84417","ECRG4 augurin precursor","NS",0.255707016877324
"TAX1BP1",-0.802,7.58,-0.592,0.555,0.871,"None","8887","Tax1 binding protein 1","NS",0.255707016877324
"ECE2",1.26,2.32,0.592,0.555,0.871,"None","9718","endothelin converting enzyme 2","NS",0.255707016877324
"HS3ST2",-2.86,0.0583,-0.593,0.555,0.871,"None","9956","heparan sulfate-glucosamine 3-sulfotransferase 2","NS",0.255707016877324
"ACVR1C",-1.53,4.28,-0.592,0.556,0.871,"None","130399","activin A receptor type 1C","NS",0.254925208417942
"GDF7",1.56,0.0942,0.591,0.556,0.871,"None","151449","growth differentiation factor 7","NS",0.254925208417942
