"Feature","Coefficient","Average level","T_statistic","P_value","Adjusted p_value","Associated proportions","Gene_ID","Description","sig","negLogPval"
"CYP26B1",-6.62,1.37,-0.61,0.543,0.965,"None","56603","cytochrome P450 family 26 subfamily B member 1","NS",0.265200170411153
"RPL35A",-3.53,8.2,-0.611,0.543,0.965,"None","6165","ribosomal protein L35a","NS",0.265200170411153
"FAM228A",-5.89,-1.61,-0.611,0.543,0.965,"None","653140","family with sequence similarity 228 member A","NS",0.265200170411153
"BMS1P4",5.58,-1.51,0.61,0.543,0.965,"None","729096","BMS1 pseudogene 4","NS",0.265200170411153
"GSTCD",3.1,2.86,0.611,0.543,0.965,"None","79807","glutathione S-transferase C-terminal domain containing","NS",0.265200170411153
"MAB21L4",7.09,2.96,0.61,0.543,0.965,"None","79919","mab-21 like 4","NS",0.265200170411153
"COQ5",-3.43,3.19,-0.61,0.543,0.965,"None","84274","coenzyme Q5, methyltransferase","NS",0.265200170411153
"HES7",5.35,-2.31,0.612,0.543,0.965,"None","84667","hes family bHLH transcription factor 7","NS",0.265200170411153
"LRRFIP1",4.39,7.2,0.611,0.543,0.965,"None","9208","LRR binding FLII interacting protein 1","NS",0.265200170411153
"MSC",9.6,4.23,0.61,0.543,0.965,"None","9242","musculin","NS",0.265200170411153
"TRPC5OS",7.73,-2.01,0.611,0.544,0.965,"None","100329135","TRPC5 opposite strand","NS",0.26440110030182
"SGK2",4.76,2.56,0.609,0.544,0.965,"None","10110","serum/glucocorticoid regulated kinase 2","NS",0.26440110030182
"TMIGD2",-10.6,-2.5,-0.617,0.544,0.965,"None","126259","transmembrane and immunoglobulin domain containing 2","NS",0.26440110030182
"RC3H1",-2.78,6.4,-0.609,0.544,0.965,"None","149041","ring finger and CCCH-type domains 1","NS",0.26440110030182
"AIFM3",4.32,0.839,0.61,0.544,0.965,"None","150209","apoptosis inducing factor mitochondria associated 3","NS",0.26440110030182
"ETV1",3.6,5.56,0.609,0.544,0.965,"None","2115","ETS variant transcription factor 1","NS",0.26440110030182
"OR10H5",6.48,-2.13,0.612,0.544,0.965,"None","284433","olfactory receptor family 10 subfamily H member 5","NS",0.26440110030182
"BEX5",-3.45,4.93,-0.609,0.544,0.965,"None","340542","brain expressed X-linked 5","NS",0.26440110030182
"MAP1B",-4.49,8.28,-0.609,0.544,0.965,"None","4131","microtubule associated protein 1B","NS",0.26440110030182
"PLSCR1",4.44,5.85,0.609,0.544,0.965,"None","5359","phospholipid scramblase 1","NS",0.26440110030182
"TMEM88B",-7.85,-2.54,-0.614,0.544,0.965,"None","643965","transmembrane protein 88B","NS",0.26440110030182
"TWIST1",-6.4,-0.436,-0.609,0.544,0.965,"None","7291","twist family bHLH transcription factor 1","NS",0.26440110030182
"UMPS",2.49,3.97,0.61,0.544,0.965,"None","7372","uridine monophosphate synthetase","NS",0.26440110030182
"VKORC1",-3.31,3.37,-0.609,0.544,0.965,"None","79001","vitamin K epoxide reductase complex subunit 1","NS",0.26440110030182
"TMPRSS5",-5.72,-0.0604,-0.609,0.544,0.965,"None","80975","transmembrane serine protease 5","NS",0.26440110030182
"SAP30",-2.54,3.14,-0.609,0.544,0.965,"None","8819","Sin3A associated protein 30","NS",0.26440110030182
"KSR1",3.35,5.65,0.609,0.544,0.965,"None","8844","kinase suppressor of ras 1","NS",0.26440110030182
"CDKN1C",7.27,7.37,0.607,0.545,0.965,"None","1028","cyclin dependent kinase inhibitor 1C","NS",0.263603497723358
"AGPAT2",3.24,5.48,0.608,0.545,0.965,"None","10555","1-acylglycerol-3-phosphate O-acyltransferase 2","NS",0.263603497723358
"CPNE9",4.6,0.998,0.608,0.545,0.965,"None","151835","copine family member 9","NS",0.263603497723358
"ZNF92",3.45,3.55,0.608,0.545,0.965,"None","168374","zinc finger protein 92","NS",0.263603497723358
"GGA3",-2.51,4.72,-0.608,0.545,0.965,"None","23163","golgi associated, gamma adaptin ear containing, ARF binding protein 3","NS",0.263603497723358
"DMXL2",4.09,5.84,0.608,0.545,0.965,"None","23312","Dmx like 2","NS",0.263603497723358
"ANXA5",-2.57,8.21,-0.607,0.545,0.965,"None","308","annexin A5","NS",0.263603497723358
"IL17D",-3.3,1.19,-0.608,0.545,0.965,"None","53342","interleukin 17D","NS",0.263603497723358
"L1TD1",-7.46,-1.46,-0.607,0.545,0.965,"None","54596","LINE1 type transposase domain containing 1","NS",0.263603497723358
"RPS27A",-3.23,9.19,-0.607,0.545,0.965,"None","6233","ribosomal protein S27a","NS",0.263603497723358
"TTF2",-3.15,2.93,-0.608,0.545,0.965,"None","8458","transcription termination factor 2","NS",0.263603497723358
"CCDC62",-5.24,0.132,-0.608,0.545,0.965,"None","84660","coiled-coil domain containing 62","NS",0.263603497723358
"SP140L",4.65,3.03,0.608,0.545,0.965,"None","93349","SP140 nuclear body protein like","NS",0.263603497723358
"NRXN2",4.77,1.21,0.607,0.545,0.965,"None","9379","neurexin 2","NS",0.263603497723358
"ENTPD1",6.51,1.29,0.607,0.545,0.965,"None","953","ectonucleoside triphosphate diphosphohydrolase 1","NS",0.263603497723358
"TDRKH",-3.06,3.24,-0.606,0.546,0.965,"None","11022","tudor and KH domain containing","NS",0.262807357295263
"ADAT3",4.38,0.929,0.605,0.546,0.965,"None","113179","adenosine deaminase tRNA specific 3","NS",0.262807357295263
"LIPJ",5.75,-1.45,0.606,0.546,0.965,"None","142910","lipase family member J","NS",0.262807357295263
"MOSPD2",-3.58,2.93,-0.606,0.546,0.965,"None","158747","motile sperm domain containing 2","NS",0.262807357295263
"NGDN",-3.36,4.95,-0.606,0.546,0.965,"None","25983","neuroguidin","NS",0.262807357295263
"MCTS1",-2.43,4.86,-0.605,0.546,0.965,"None","28985","MCTS1 re-initiation and release factor","NS",0.262807357295263
"KRT33A",-4.83,-2.34,-0.608,0.546,0.965,"None","3883","keratin 33A","NS",0.262807357295263
"CCL15",-7.65,-2.46,-0.612,0.546,0.965,"None","6359","C-C motif chemokine ligand 15","NS",0.262807357295263
"INSM2",-7.69,-1.17,-0.607,0.546,0.965,"None","84684","INSM transcriptional repressor 2","NS",0.262807357295263
"KRT222",-5.47,2.05,-0.604,0.547,0.965,"None","125113","keratin 222","NS",0.262012673666569
"PRSS36",5.01,-0.322,0.604,0.547,0.965,"None","146547","serine protease 36","NS",0.262012673666569
"ADRA2A",-4.65,4.9,-0.605,0.547,0.965,"None","150","adrenoceptor alpha 2A","NS",0.262012673666569
"SIRT5",3.71,2.86,0.604,0.547,0.965,"None","23408","sirtuin 5","NS",0.262012673666569
"ATP6V0A2",2.94,4.75,0.604,0.547,0.965,"None","23545","ATPase H+ transporting V0 subunit a2","NS",0.262012673666569
"TMIGD3",6.43,-2.19,0.606,0.547,0.965,"None","57413","transmembrane and immunoglobulin domain containing 3","NS",0.262012673666569
"THADA",2.62,4.65,0.605,0.547,0.965,"None","63892","THADA armadillo repeat containing","NS",0.262012673666569
"CRLF2",6.28,-0.451,0.605,0.547,0.965,"None","64109","cytokine receptor like factor 2","NS",0.262012673666569
"MRPL34",-2.92,4.18,-0.605,0.547,0.965,"None","64981","mitochondrial ribosomal protein L34","NS",0.262012673666569
"PCGF5",-2.47,6.94,-0.605,0.547,0.965,"None","84333","polycomb group ring finger 5","NS",0.262012673666569
"CARD6",4.65,2.55,0.604,0.547,0.965,"None","84674","caspase recruitment domain family member 6","NS",0.262012673666569
"LBX2",5.71,-1.7,0.605,0.547,0.965,"None","85474","ladybird homeobox 2","NS",0.262012673666569
"CLDN1",8.2,6.76,0.605,0.547,0.965,"None","9076","claudin 1","NS",0.262012673666569
"CD9",-3.31,6.28,-0.604,0.547,0.965,"None","928","CD9 molecule","NS",0.262012673666569
"ARMCX2",-4.05,4.9,-0.605,0.547,0.965,"None","9823","armadillo repeat containing X-linked 2","NS",0.262012673666569
"SEPTIN4-AS1",5.19,-1.3,0.603,0.548,0.965,"None","101927688","SEPT4 antisense RNA 1","NS",0.261219441515631
"NPC2",2.56,6.18,0.603,0.548,0.965,"None","10577","NPC intracellular cholesterol transporter 2","NS",0.261219441515631
"DUSP6",3.13,4.5,0.603,0.548,0.965,"Non-endocrine","1848","dual specificity phosphatase 6","NS",0.261219441515631
"ADGRF4",7.04,-0.181,0.603,0.548,0.965,"None","221393","adhesion G protein-coupled receptor F4","NS",0.261219441515631
"RXFP4",-5.09,-2.11,-0.604,0.548,0.965,"None","339403","relaxin family peptide/INSL5 receptor 4","NS",0.261219441515631
"IFI16",4.96,3.77,0.603,0.548,0.965,"None","3428","interferon gamma inducible protein 16","NS",0.261219441515631
"SMAD1",-3.44,3.94,-0.603,0.548,0.965,"None","4086","SMAD family member 1","NS",0.261219441515631
"GOLGA7",-3.04,4.52,-0.603,0.548,0.965,"None","51125","golgin A7","NS",0.261219441515631
"GNG13",-7.47,-2.57,-0.607,0.548,0.965,"None","51764","G protein subunit gamma 13","NS",0.261219441515631
"PCOTH",6.91,-1.65,0.603,0.548,0.965,"None","542767","Pro-X-Gly collagen triple helix like repeat containing","NS",0.261219441515631
"DIRAS2",-3.64,2.76,-0.604,0.548,0.965,"None","54769","DIRAS family GTPase 2","NS",0.261219441515631
"STEAP3",3.88,3.66,0.604,0.548,0.965,"Non-endocrine","55240","STEAP3 metalloreductase","NS",0.261219441515631
"GABRQ",5.64,-1.91,0.604,0.548,0.965,"None","55879","gamma-aminobutyric acid type A receptor subunit theta","NS",0.261219441515631
"TUB",-3.63,3.88,-0.603,0.548,0.965,"None","7275","TUB bipartite transcription factor","NS",0.261219441515631
"CRELD1",-3.32,3.38,-0.603,0.548,0.965,"None","78987","cysteine rich with EGF like domains 1","NS",0.261219441515631
"EEA1",3.7,4.89,0.603,0.548,0.965,"None","8411","early endosome antigen 1","NS",0.261219441515631
"CD38",5.88,-1.51,0.603,0.548,0.965,"None","952","CD38 molecule","NS",0.261219441515631
"MELK",7.27,-1.33,0.604,0.548,0.965,"None","9833","maternal embryonic leucine zipper kinase","NS",0.261219441515631
"L3HYPDH",3.55,2.6,0.602,0.549,0.965,"None","112849","trans-L-3-hydroxyproline dehydratase","NS",0.260427655549908
"CFAP221",-3,3.31,-0.602,0.549,0.965,"None","200373","cilia and flagella associated protein 221","NS",0.260427655549908
"FOXS1",5.92,-0.216,0.601,0.549,0.965,"None","2307","forkhead box S1","NS",0.260427655549908
"PCNT",-2.76,5.82,-0.602,0.549,0.965,"Endocrine","5116","pericentrin","NS",0.260427655549908
"CSAD",-2.6,4.1,-0.602,0.549,0.965,"None","51380","cysteine sulfinic acid decarboxylase","NS",0.260427655549908
"GPR87",-6.56,-2.42,-0.604,0.549,0.965,"None","53836","G protein-coupled receptor 87","NS",0.260427655549908
"PSMC1",-3.36,5.52,-0.601,0.549,0.965,"None","5700","proteasome 26S subunit, ATPase 1","NS",0.260427655549908
"AARS2",2.53,3.22,0.601,0.549,0.965,"None","57505","alanyl-tRNA synthetase 2, mitochondrial","NS",0.260427655549908
"ZNF350",-4.13,3.24,-0.602,0.549,0.965,"None","59348","zinc finger protein 350","NS",0.260427655549908
"TSPYL2",-2.95,8.4,-0.602,0.549,0.965,"None","64061","TSPY like 2","NS",0.260427655549908
"MORN2",-3.63,4.24,-0.601,0.549,0.965,"None","729967","MORN repeat containing 2","NS",0.260427655549908
"KRTAP2-3",15.1,-1.35,0.605,0.549,0.965,"None","730755","keratin associated protein 2-3","NS",0.260427655549908
"KLHL15",2.9,5.82,0.601,0.549,0.965,"None","80311","kelch like family member 15","NS",0.260427655549908
"ANKRD27",3.86,3.64,0.601,0.549,0.965,"None","84079","ankyrin repeat domain 27","NS",0.260427655549908
"TXNDC17",2.58,4.08,0.601,0.549,0.965,"None","84817","thioredoxin domain containing 17","NS",0.260427655549908
"AOC3",3.29,3.19,0.601,0.549,0.965,"None","8639","amine oxidase copper containing 3","NS",0.260427655549908
"SEC24C",2.85,5.9,0.601,0.549,0.965,"None","9632","SEC24 homolog C, COPII coat complex component","NS",0.260427655549908
"MIR1179",-5.6,-2.22,-0.601,0.55,0.965,"None","100302235","microRNA 1179","NS",0.259637310505756
"ETV5",-2.66,4.84,-0.601,0.55,0.965,"None","2119","ETS variant transcription factor 5","NS",0.259637310505756
"INTS6",2.61,5.07,0.6,0.55,0.965,"None","26512","integrator complex subunit 6","NS",0.259637310505756
"KCNJ12",-4.84,-1.6,-0.599,0.55,0.965,"None","3768","potassium inwardly rectifying channel subfamily J member 12","NS",0.259637310505756
"KRTAP10-12",-9.2,-1.92,-0.604,0.55,0.965,"None","386685","keratin associated protein 10-12","NS",0.259637310505756
"CDK14",2.43,4.92,0.599,0.55,0.965,"None","5218","cyclin dependent kinase 14","NS",0.259637310505756
"PRELP",5.03,4.64,0.599,0.55,0.965,"None","5549","proline and arginine rich end leucine rich repeat protein","NS",0.259637310505756
"PCDHB13",3.54,3.24,0.6,0.55,0.965,"None","56123","protocadherin beta 13","NS",0.259637310505756
"SERTAD4",-5.33,1.65,-0.599,0.55,0.965,"None","56256","SERTA domain containing 4","NS",0.259637310505756
"NPIPB6",-6.31,-1.54,-0.599,0.55,0.965,"None","728741","nuclear pore complex interacting protein family member B6","NS",0.259637310505756
"TMEM258",-2.69,5.37,-0.6,0.55,0.965,"None","746","transmembrane protein 258","NS",0.259637310505756
"ATF7IP2",3.07,3.56,0.6,0.55,0.965,"Non-endocrine","80063","activating transcription factor 7 interacting protein 2","NS",0.259637310505756
"MUS81",-3.1,3.65,-0.6,0.55,0.965,"None","80198","MUS81 structure-specific endonuclease subunit","NS",0.259637310505756
"RPS6KL1",-2.64,4.58,-0.599,0.55,0.965,"None","83694","ribosomal protein S6 kinase like 1","NS",0.259637310505756
"SNHG7",-2.9,5.7,-0.6,0.55,0.965,"None","84973","small nucleolar RNA host gene 7","NS",0.259637310505756
"MARCO",7.23,-1.88,0.601,0.55,0.965,"Non-endocrine","8685","macrophage receptor with collagenous structure","NS",0.259637310505756
"PCSK7",2.51,5.11,0.6,0.55,0.965,"None","9159","proprotein convertase subtilisin/kexin type 7","NS",0.259637310505756
"ZKSCAN7-AS1",4.55,-1.35,0.599,0.551,0.965,"None","112840933","ZKSCAN7 ZNF cluster antisense RNA 1","NS",0.258848401148215
"ESCO2",6.65,-1.73,0.599,0.551,0.965,"None","157570","establishment of sister chromatid cohesion N-acetyltransferase 2","NS",0.258848401148215
"ERCC5",2.97,2.62,0.598,0.551,0.965,"None","2073","ERCC excision repair 5, endonuclease","NS",0.258848401148215
"C3orf70",4.99,0.752,0.599,0.551,0.965,"None","285382","chromosome 3 open reading frame 70","NS",0.258848401148215
"TAX1BP3",6.45,0.0817,0.599,0.551,0.965,"None","30851","Tax1 binding protein 3","NS",0.258848401148215
"ILF2",-2.67,7.29,-0.599,0.551,0.965,"None","3608","interleukin enhancer binding factor 2","NS",0.258848401148215
"RNF181",-2.85,4.29,-0.599,0.551,0.965,"None","51255","ring finger protein 181","NS",0.258848401148215
"BCL11A",5.31,1.71,0.599,0.551,0.965,"None","53335","BAF chromatin remodeling complex subunit BCL11A","NS",0.258848401148215
"CHST7",3.08,2.89,0.598,0.551,0.965,"None","56548","carbohydrate sulfotransferase 7","NS",0.258848401148215
"OVOL2",2.96,1.84,0.598,0.551,0.965,"None","58495","ovo like zinc finger 2","NS",0.258848401148215
"RPL37",-3.16,8.37,-0.599,0.551,0.965,"None","6167","ribosomal protein L37","NS",0.258848401148215
"BIK",4.67,1.31,0.598,0.551,0.965,"None","638","BCL2 interacting killer","NS",0.258848401148215
"INSYN2A",-7.38,-0.935,-0.599,0.551,0.965,"None","642938","inhibitory synaptic factor 2A","NS",0.258848401148215
"B3GALNT1",-2.67,3.9,-0.598,0.551,0.965,"None","8706","beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)","NS",0.258848401148215
"GALR2",5.07,-1.78,0.599,0.551,0.965,"None","8811","galanin receptor 2","NS",0.258848401148215
"SMDT1",-2.57,5.62,-0.598,0.551,0.965,"None","91689","single-pass membrane protein with aspartate rich tail 1","NS",0.258848401148215
"ZNF235",-3.14,1.91,-0.598,0.551,0.965,"None","9310","zinc finger protein 235","NS",0.258848401148215
"GAGE10",-4.62,-2.27,-0.598,0.552,0.965,"None","102724473","G antigen 10","NS",0.258060922270801
"BMS1P4-AGAP5",-7.46,-2.47,-0.604,0.552,0.965,"None","113939925","BMS1P4-AGAP5 readthough","NS",0.258060922270801
"GPHB5",-5.2,-2.68,-0.601,0.552,0.965,"None","122876","glycoprotein hormone subunit beta 5","NS",0.258060922270801
"YTHDF3",2.62,6.48,0.597,0.552,0.965,"None","253943","YTH N6-methyladenosine RNA binding protein 3","NS",0.258060922270801
"MGST3",2.36,5.99,0.598,0.552,0.965,"None","4259","microsomal glutathione S-transferase 3","NS",0.258060922270801
"PAX6",-3.51,7.15,-0.597,0.552,0.965,"None","5080","paired box 6","NS",0.258060922270801
"PDK1",2.56,4.17,0.597,0.552,0.965,"None","5163","pyruvate dehydrogenase kinase 1","NS",0.258060922270801
"NXF2",-5.15,-2.04,-0.598,0.552,0.965,"None","56001","nuclear RNA export factor 2","NS",0.258060922270801
"ADGRB3",6.36,0.881,0.597,0.552,0.965,"Endocrine","577","adhesion G protein-coupled receptor B3","NS",0.258060922270801
"SGCG",-4.32,-2.57,-0.598,0.552,0.965,"None","6445","sarcoglycan gamma","NS",0.258060922270801
"CAB39L",-2.54,4.18,-0.598,0.552,0.965,"None","81617","calcium binding protein 39 like","NS",0.258060922270801
"CACNA1I",6.04,0.478,0.597,0.552,0.965,"None","8911","calcium voltage-gated channel subunit alpha1 I","NS",0.258060922270801
"TICRR",5.94,-2.1,0.598,0.552,0.965,"None","90381","TOPBP1 interacting checkpoint and replication regulator","NS",0.258060922270801
"HMGXB4",-2.83,4.18,-0.595,0.553,0.965,"None","10042","HMG-box containing 4","NS",0.257274868695302
"LOC101928436",9.05,-2.39,0.601,0.553,0.965,"None","101928436","uncharacterized LOC101928436","NS",0.257274868695302
"ERN2",9.17,-0.51,0.596,0.553,0.965,"None","10595","endoplasmic reticulum to nucleus signaling 2","NS",0.257274868695302
"CHAD",-6.82,0.508,-0.595,0.553,0.965,"None","1101","chondroadherin","NS",0.257274868695302
"RAB35",3.04,5.29,0.596,0.553,0.965,"None","11021","RAB35, member RAS oncogene family","NS",0.257274868695302
"BTBD3",-2.59,7.6,-0.596,0.553,0.965,"Endocrine","22903","BTB domain containing 3","NS",0.257274868695302
"ARIH1",2.79,6.68,0.595,0.553,0.965,"None","25820","ariadne RBR E3 ubiquitin protein ligase 1","NS",0.257274868695302
"MXRA5",5.59,2.99,0.595,0.553,0.965,"None","25878","matrix remodeling associated 5","NS",0.257274868695302
"POLN",5.12,-1.23,0.596,0.553,0.965,"None","353497","DNA polymerase nu","NS",0.257274868695302
"PAX9",6.97,-1.88,0.597,0.553,0.965,"None","5083","paired box 9","NS",0.257274868695302
"FZR1",-2.75,5.73,-0.595,0.553,0.965,"None","51343","fizzy and cell division cycle 20 related 1","NS",0.257274868695302
"FAM3B",5.44,5,0.596,0.553,0.965,"Non-endocrine","54097","FAM3 metabolism regulating signaling molecule B","NS",0.257274868695302
"TGFB2",4.48,2.32,0.595,0.553,0.965,"None","7042","transforming growth factor beta 2","NS",0.257274868695302
"TTR",4.02,13.1,0.596,0.553,0.965,"None","7276","transthyretin","NS",0.257274868695302
"ZNF512",-3.04,3.91,-0.596,0.553,0.965,"None","84450","zinc finger protein 512","NS",0.257274868695302
"TNFRSF11A",-3.3,5.46,-0.595,0.553,0.965,"Endocrine","8792","TNF receptor superfamily member 11a","NS",0.257274868695302
"ASIC3",-3.43,2.3,-0.596,0.553,0.965,"None","9311","acid sensing ion channel subunit 3","NS",0.257274868695302
"TOMM34",-3.35,6.02,-0.594,0.554,0.965,"None","10953","translocase of outer mitochondrial membrane 34","NS",0.25649023527157
"PNCK",-4.8,-1.42,-0.594,0.554,0.965,"None","139728","pregnancy up-regulated nonubiquitous CaM kinase","NS",0.25649023527157
"C5orf38",4.14,4.01,0.594,0.554,0.965,"None","153571","chromosome 5 open reading frame 38","NS",0.25649023527157
"RSPH10B",4.5,-1.65,0.595,0.554,0.965,"None","222967","radial spoke head 10 homolog B","NS",0.25649023527157
"NLRP1",5.13,4.11,0.593,0.554,0.965,"None","22861","NLR family pyrin domain containing 1","NS",0.25649023527157
"LRCH1",-2.64,4.44,-0.594,0.554,0.965,"None","23143","leucine rich repeats and calponin homology domain containing 1","NS",0.25649023527157
"MS4A10",-6.61,-2.28,-0.599,0.554,0.965,"None","341116","membrane spanning 4-domains A10","NS",0.25649023527157
"MIR23B",-5.93,-2.04,-0.595,0.554,0.965,"Non-endocrine","407011","microRNA 23b","NS",0.25649023527157
"ATF1",-2.5,4.03,-0.594,0.554,0.965,"None","466","activating transcription factor 1","NS",0.25649023527157
"GPR89B",-2.65,2.93,-0.593,0.554,0.965,"None","51463","G protein-coupled receptor 89B","NS",0.25649023527157
"EXOC6",2.88,3.96,0.593,0.554,0.965,"None","54536","exocyst complex component 6","NS",0.25649023527157
"RESF1",-2.97,4.8,-0.593,0.554,0.965,"None","55196","retroelement silencing factor 1","NS",0.25649023527157
"GJC2",4.62,-0.4,0.593,0.554,0.965,"None","57165","gap junction protein gamma 2","NS",0.25649023527157
"BTC",3.47,2.19,0.594,0.554,0.965,"None","685","betacellulin","NS",0.25649023527157
"FNDC11",6.82,0.632,0.593,0.554,0.965,"None","79025","fibronectin type III domain containing 11","NS",0.25649023527157
"ZNF93",2.58,2.39,0.594,0.554,0.965,"None","81931","zinc finger protein 93","NS",0.25649023527157
"TP63",7.59,-2.17,0.596,0.554,0.965,"None","8626","tumor protein p63","NS",0.25649023527157
"PLEKHM2",-3.21,6.94,-0.592,0.555,0.966,"None","23207","pleckstrin homology and RUN domain containing M2","NS",0.255707016877324
"REC114",5.94,-2.11,0.594,0.555,0.966,"None","283677","REC114 meiotic recombination protein","NS",0.255707016877324
"TSNAXIP1",-3.45,1.51,-0.593,0.555,0.966,"None","55815","translin associated factor X interacting protein 1","NS",0.255707016877324
"FGF17",-3.87,1.37,-0.592,0.555,0.966,"None","8822","fibroblast growth factor 17","NS",0.255707016877324
"EBNA1BP2",-2.79,5.4,-0.591,0.556,0.966,"None","10969","EBNA1 binding protein 2","NS",0.254925208417942
"CHRNB2",3.51,4.19,0.591,0.556,0.966,"None","1141","cholinergic receptor nicotinic beta 2 subunit","NS",0.254925208417942
"DNAH5",-4.5,5.26,-0.591,0.556,0.966,"None","1767","dynein axonemal heavy chain 5","NS",0.254925208417942
"RND1",6.89,5.73,0.591,0.556,0.966,"None","27289","Rho family GTPase 1","NS",0.254925208417942
"DNAJC5G",-6,-2.74,-0.597,0.556,0.966,"None","285126","DnaJ heat shock protein family (Hsp40) member C5 gamma","NS",0.254925208417942
"ZNF707",-3.12,2.23,-0.591,0.556,0.966,"None","286075","zinc finger protein 707","NS",0.254925208417942
"IREB2",-3.67,6.02,-0.591,0.556,0.966,"None","3658","iron responsive element binding protein 2","NS",0.254925208417942
"RADX",-2.8,5.83,-0.591,0.556,0.966,"None","55086","RPA1 related single stranded DNA binding protein, X-linked","NS",0.254925208417942
"SIGIRR",2.76,4.39,0.591,0.556,0.966,"None","59307","single Ig and TIR domain containing","NS",0.254925208417942
"RPS10",-3.54,1.62,-0.591,0.556,0.966,"None","6204","ribosomal protein S10","NS",0.254925208417942
"SPR",2.68,4.48,0.591,0.556,0.966,"None","6697","sepiapterin reductase","NS",0.254925208417942
"ZNF230",-3.79,1.21,-0.591,0.556,0.966,"None","7773","zinc finger protein 230","NS",0.254925208417942
"KAT2B",-2.26,6.14,-0.591,0.556,0.966,"None","8850","lysine acetyltransferase 2B","NS",0.254925208417942
"LMF2",2.31,6.38,0.59,0.556,0.966,"None","91289","lipase maturation factor 2","NS",0.254925208417942
"SNX29",-2.93,6.12,-0.59,0.556,0.966,"None","92017","sorting nexin 29","NS",0.254925208417942
"DHRS3",4.83,4.75,0.59,0.556,0.966,"Non-endocrine","9249","dehydrogenase/reductase 3","NS",0.254925208417942
"DOCK4",3.09,3.96,0.591,0.556,0.966,"None","9732","dedicator of cytokinesis 4","NS",0.254925208417942
"WDR17",-3.51,5.01,-0.59,0.557,0.966,"Endocrine","116966","WD repeat domain 17","NS",0.254144804826271
"PRIMPOL",-2.98,3,-0.589,0.557,0.966,"None","201973","primase and DNA directed polymerase","NS",0.254144804826271
"FIRRE",6.94,-0.946,0.589,0.557,0.966,"None","286467","firre intergenic repeating RNA element","NS",0.254144804826271
"LOC389602",-8.56,-1.13,-0.59,0.557,0.966,"None","389602","uncharacterized LOC389602","NS",0.254144804826271
"MAP1A",-3.96,6.7,-0.589,0.557,0.966,"Endocrine","4130","microtubule associated protein 1A","NS",0.254144804826271
"PLN",-5.81,-0.606,-0.589,0.557,0.966,"None","5350","phospholamban","NS",0.254144804826271
"THAP1",2.98,2.29,0.589,0.557,0.966,"None","55145","THAP domain containing 1","NS",0.254144804826271
"KIF27",-2.67,2.78,-0.589,0.557,0.966,"None","55582","kinesin family member 27","NS",0.254144804826271
"AJAP1",5.57,1.96,0.589,0.557,0.966,"None","55966","adherens junctions associated protein 1","NS",0.254144804826271
"TEX11",9.27,1.78,0.59,0.557,0.966,"Non-endocrine","56159","testis expressed 11","NS",0.254144804826271
"QSOX1",3.12,7.28,0.589,0.557,0.966,"None","5768","quiescin sulfhydryl oxidase 1","NS",0.254144804826271
"SMIM23",-7.56,-1.9,-0.592,0.557,0.966,"None","644994","small integral membrane protein 23","NS",0.254144804826271
"BCL2L12",3.75,1.72,0.589,0.557,0.966,"None","83596","BCL2 like 12","NS",0.254144804826271
"NPIPA1",-3.81,3.17,-0.589,0.557,0.966,"None","9284","nuclear pore complex interacting protein family member A1","NS",0.254144804826271
"EFTUD2",2.52,5.15,0.59,0.557,0.966,"None","9343","elongation factor Tu GTP binding domain containing 2","NS",0.254144804826271
"CREB3L2-AS1",3.3,-2.59,0.589,0.558,0.966,"None","100130880","CREB3L2 antisense RNA 1","NS",0.253365801062421
"TEN1",-5.96,-2.48,-0.591,0.558,0.966,"None","100134934","TEN1 subunit of CST complex","NS",0.253365801062421
"RPL35",-3.78,8.15,-0.588,0.558,0.966,"None","11224","ribosomal protein L35","NS",0.253365801062421
"TTC9B",7.94,-0.267,0.588,0.558,0.966,"None","148014","tetratricopeptide repeat domain 9B","NS",0.253365801062421
"NCBP2AS2",-4.06,4.42,-0.588,0.558,0.966,"None","152217","NCBP2 antisense 2 (head to head)","NS",0.253365801062421
"FGF13",5.73,-0.937,0.588,0.558,0.966,"None","2258","fibroblast growth factor 13","NS",0.253365801062421
"CNOT1",2.51,6.72,0.588,0.558,0.966,"None","23019","CCR4-NOT transcription complex subunit 1","NS",0.253365801062421
"UTP20",2.56,4.03,0.588,0.558,0.966,"None","27340","UTP20 small subunit processome component","NS",0.253365801062421
"PCDHB1",-5.1,1.09,-0.588,0.558,0.966,"None","29930","protocadherin beta 1","NS",0.253365801062421
"TACSTD2",7.88,8.18,0.588,0.558,0.966,"None","4070","tumor associated calcium signal transducer 2","NS",0.253365801062421
"OMG",-6.07,-1.35,-0.589,0.558,0.966,"None","4974","oligodendrocyte myelin glycoprotein","NS",0.253365801062421
"LY6G6D",6.06,-2.55,0.591,0.558,0.966,"None","58530","lymphocyte antigen 6 family member G6D","NS",0.253365801062421
"ZNF24",-2.56,6.98,-0.588,0.558,0.966,"None","7572","zinc finger protein 24","NS",0.253365801062421
"FAM229A",-5.07,3.8,-0.586,0.559,0.967,"None","100128071","family with sequence similarity 229 member A","NS",0.252588192113577
"ENOX2",-3.45,3.43,-0.586,0.559,0.967,"None","10495","ecto-NOX disulfide-thiol exchanger 2","NS",0.252588192113577
