"Feature","Coefficient","Average level","T_statistic","P_value","Adjusted p_value","Associated proportions","Gene_ID","Description","sig","negLogPval"
"PPY",4.63,9.52,0.988,0.326,0.686,"None","5539","pancreatic polypeptide","NS",0.486782399932061
"CFAP44",1.46,3.28,0.986,0.326,0.686,"None","55779","cilia and flagella associated protein 44","NS",0.486782399932061
"MAPK12",-1.69,3.22,-0.987,0.326,0.686,"None","6300","mitogen-activated protein kinase 12","NS",0.486782399932061
"HLTF",2.38,5.01,0.988,0.326,0.686,"None","6596","helicase like transcription factor","NS",0.486782399932061
"BSND",2.8,-1.47,0.989,0.326,0.686,"None","7809","barttin CLCNK type accessory subunit beta","NS",0.486782399932061
"CASP2",-1.33,4.02,-0.988,0.326,0.686,"None","835","caspase 2","NS",0.486782399932061
"ZNF527",-1.47,2.51,-0.987,0.326,0.686,"Non-endocrine","84503","zinc finger protein 527","NS",0.486782399932061
"MFSD2A",-4.23,4.29,-0.988,0.326,0.686,"None","84879","major facilitator superfamily domain containing 2A","NS",0.486782399932061
"RERG",-2.56,2.14,-0.987,0.326,0.686,"None","85004","RAS like estrogen regulated growth inhibitor","NS",0.486782399932061
"KRT40",4.56,1.55,0.986,0.327,0.687,"None","125115","keratin 40","NS",0.485452247339714
"ZNF114",4.03,-1.77,0.988,0.327,0.687,"None","163071","zinc finger protein 114","NS",0.485452247339714
"ETF1",-1.66,7.6,-0.985,0.327,0.687,"None","2107","eukaryotic translation termination factor 1","NS",0.485452247339714
"IGFL1",-3.06,-2.39,-0.99,0.327,0.687,"None","374918","IGF like family member 1","NS",0.485452247339714
"STUM",-2.87,-0.597,-0.985,0.327,0.687,"None","375057","stum, mechanosensory transduction mediator homolog","NS",0.485452247339714
"MIR7-2",2.85,-2.09,0.987,0.327,0.687,"None","407044","microRNA 7-2","NS",0.485452247339714
"NRAP",2.82,-1.75,0.986,0.327,0.687,"None","4892","nebulin related anchoring protein","NS",0.485452247339714
"P2RY6",-3.09,-0.774,-0.985,0.327,0.687,"None","5031","pyrimidinergic receptor P2Y6","NS",0.485452247339714
"DNAH3",-2.64,-0.491,-0.985,0.327,0.687,"None","55567","dynein axonemal heavy chain 3","NS",0.485452247339714
"PANX2",1.95,1.6,0.986,0.327,0.687,"None","56666","pannexin 2","NS",0.485452247339714
"TEK",-3.32,2.32,-0.985,0.327,0.687,"None","7010","TEK receptor tyrosine kinase","NS",0.485452247339714
"PLCZ1",3.38,-1.8,0.99,0.327,0.687,"None","89869","phospholipase C zeta 1","NS",0.485452247339714
"REEP3",-2.55,4.95,-0.982,0.328,0.688,"None","221035","receptor accessory protein 3","NS",0.484126156288321
"KIT",-2.61,1.45,-0.983,0.328,0.688,"None","3815","KIT proto-oncogene, receptor tyrosine kinase","NS",0.484126156288321
"PDK1",-1.32,4.17,-0.983,0.328,0.688,"None","5163","pyruvate dehydrogenase kinase 1","NS",0.484126156288321
"GATAD2A",-1.97,6.42,-0.983,0.328,0.688,"None","54815","GATA zinc finger domain containing 2A","NS",0.484126156288321
"NAGK",1.62,4.88,0.983,0.328,0.688,"None","55577","N-acetylglucosamine kinase","NS",0.484126156288321
"MAP4K2",1.42,4.31,0.983,0.328,0.688,"None","5871","mitogen-activated protein kinase kinase kinase kinase 2","NS",0.484126156288321
"ZFHX4",-3,-0.289,-0.984,0.328,0.688,"None","79776","zinc finger homeobox 4","NS",0.484126156288321
"DYRK2",-1.26,6.08,-0.984,0.328,0.688,"None","8445","dual specificity tyrosine phosphorylation regulated kinase 2","NS",0.484126156288321
"TNFSF13",1.25,2.2,0.983,0.328,0.688,"None","8741","TNF superfamily member 13","NS",0.484126156288321
"ATP5MF-PTCD1",-2.65,-2.35,-0.986,0.329,0.688,"None","100526740","ATP5MF-PTCD1 readthrough","NS",0.482804102050026
"AKAP10",-1.42,3.99,-0.981,0.329,0.688,"None","11216","A-kinase anchoring protein 10","NS",0.482804102050026
"ZNF653",1.35,2.5,0.982,0.329,0.688,"None","115950","zinc finger protein 653","NS",0.482804102050026
"CILP2",-3.81,0.122,-0.981,0.329,0.688,"None","148113","cartilage intermediate layer protein 2","NS",0.482804102050026
"PP2D1",-4.9,-0.597,-0.981,0.329,0.688,"None","151649","protein phosphatase 2C like domain containing 1","NS",0.482804102050026
"HIGD2A",-1.33,4.86,-0.982,0.329,0.688,"None","192286","HIG1 hypoxia inducible domain family member 2A","NS",0.482804102050026
"ZNF626",2.04,2.37,0.982,0.329,0.688,"None","199777","zinc finger protein 626","NS",0.482804102050026
"HTR3D",-3.41,-2.68,-0.993,0.329,0.688,"None","200909","5-hydroxytryptamine receptor 3D","NS",0.482804102050026
"RSBN1L",1.57,4.58,0.982,0.329,0.688,"None","222194","round spermatid basic protein 1 like","NS",0.482804102050026
"FBXO28",1.33,5.03,0.98,0.329,0.688,"None","23219","F-box protein 28","NS",0.482804102050026
"FUT3",-3.68,2.26,-0.982,0.329,0.688,"None","2525","fucosyltransferase 3 (Lewis blood group)","NS",0.482804102050026
"MPV17L",-2.01,4.36,-0.982,0.329,0.688,"Non-endocrine","255027","MPV17 mitochondrial inner membrane protein like","NS",0.482804102050026
"TMPRSS11E",4.05,-1.82,0.985,0.329,0.688,"None","28983","transmembrane serine protease 11E","NS",0.482804102050026
"HHEX",-1.99,3.9,-0.981,0.329,0.688,"None","3087","hematopoietically expressed homeobox","NS",0.482804102050026
"ADAM11",2.54,-1.11,0.981,0.329,0.688,"None","4185","ADAM metallopeptidase domain 11","NS",0.482804102050026
"MIER2",-1.44,3.1,-0.981,0.329,0.688,"None","54531","MIER family member 2","NS",0.482804102050026
"DUSP23",-1.87,3.82,-0.982,0.329,0.688,"None","54935","dual specificity phosphatase 23","NS",0.482804102050026
"CPPED1",-1.9,3.07,-0.981,0.329,0.688,"None","55313","calcineurin like phosphoesterase domain containing 1","NS",0.482804102050026
"POU5F1P3",-2.71,-2.09,-0.982,0.329,0.688,"None","642559","POU class 5 homeobox 1 pseudogene 3","NS",0.482804102050026
"RANBP17",-2.21,1.32,-0.981,0.329,0.688,"Non-endocrine","64901","RAN binding protein 17","NS",0.482804102050026
"SLPI",-4.5,2.22,-0.982,0.329,0.688,"None","6590","secretory leukocyte peptidase inhibitor","NS",0.482804102050026
"SLC25A32",-1.85,2.11,-0.981,0.329,0.688,"None","81034","solute carrier family 25 member 32","NS",0.482804102050026
"SH2D2A",2.64,-0.121,0.981,0.329,0.688,"None","9047","SH2 domain containing 2A","NS",0.482804102050026
"ASB10",3.44,-2.55,0.996,0.33,0.689,"None","136371","ankyrin repeat and SOCS box containing 10","NS",0.481486060122112
"ACSM6",-4.02,-0.866,-0.98,0.33,0.688,"Non-endocrine","142827","acyl-CoA synthetase medium chain family member 6","NS",0.481486060122112
"CYP2A6",-4.03,-0.385,-0.98,0.33,0.689,"None","1548","cytochrome P450 family 2 subfamily A member 6","NS",0.481486060122112
"GPRC6A",3.04,-2.5,0.986,0.33,0.689,"None","222545","G protein-coupled receptor class C group 6 member A","NS",0.481486060122112
"SH3BP1",-2.77,1.38,-0.979,0.33,0.689,"None","23616","SH3 domain binding protein 1","NS",0.481486060122112
"RNF19A",-1.43,6.69,-0.98,0.33,0.688,"None","25897","ring finger protein 19A, RBR E3 ubiquitin protein ligase","NS",0.481486060122112
"KCNIP3",-2.66,0.00955,-0.98,0.33,0.689,"Non-endocrine","30818","potassium voltage-gated channel interacting protein 3","NS",0.481486060122112
"OAS3",3.63,4.45,0.98,0.33,0.688,"None","4940","2'-5'-oligoadenylate synthetase 3","NS",0.481486060122112
"RC3H2",1.59,6.11,0.98,0.33,0.688,"None","54542","ring finger and CCCH-type domains 2","NS",0.481486060122112
"ITLN1",3.93,-1.77,0.983,0.33,0.689,"None","55600","intelectin 1","NS",0.481486060122112
"PDXP",-1.69,2.63,-0.979,0.33,0.689,"None","57026","pyridoxal phosphatase","NS",0.481486060122112
"SFTPC",2.59,-1.36,0.979,0.33,0.689,"None","6440","surfactant protein C","NS",0.481486060122112
"GPR135",1.55,3.17,0.978,0.33,0.689,"None","64582","G protein-coupled receptor 135","NS",0.481486060122112
"MAGEB17",4.18,-1.97,0.986,0.33,0.688,"None","645864","MAGE family member B17","NS",0.481486060122112
"RELL1",-2.08,3.69,-0.98,0.33,0.688,"None","768211","RELT like 1","NS",0.481486060122112
"ZNF341",2.28,1.19,0.979,0.33,0.689,"None","84905","zinc finger protein 341","NS",0.481486060122112
"HYAL2",-1.83,3.75,-0.979,0.33,0.689,"None","8692","hyaluronidase 2","NS",0.481486060122112
"RIDA",-2.11,2.88,-0.976,0.331,0.69,"None","10247","reactive intermediate imine deaminase A homolog","NS",0.480172006224281
"RTN4RL1",3.76,3.14,0.978,0.331,0.689,"None","146760","reticulon 4 receptor like 1","NS",0.480172006224281
"DNA2",-1.9,1.53,-0.977,0.331,0.689,"None","1763","DNA replication helicase/nuclease 2","NS",0.480172006224281
"ERG",-2.31,2.47,-0.976,0.331,0.69,"None","2078","ETS transcription factor ERG","NS",0.480172006224281
"TIMM8B",1.58,3.68,0.977,0.331,0.689,"None","26521","translocase of inner mitochondrial membrane 8 homolog B","NS",0.480172006224281
"GRM7",-3.39,-0.387,-0.978,0.331,0.689,"None","2917","glutamate metabotropic receptor 7","NS",0.480172006224281
"GATD1",1.98,4.66,0.978,0.331,0.689,"None","347862","glutamine amidotransferase like class 1 domain containing 1","NS",0.480172006224281
"C8orf86",-2.84,-1.88,-0.979,0.331,0.689,"None","389649","chromosome 8 open reading frame 86","NS",0.480172006224281
"RBM38",-1.87,4.45,-0.978,0.331,0.689,"None","55544","RNA binding motif protein 38","NS",0.480172006224281
"PRSS3",-5.06,8.18,-0.977,0.331,0.689,"Non-endocrine","5646","serine protease 3","NS",0.480172006224281
"WNT10A",3,-0.729,0.977,0.331,0.689,"None","80326","Wnt family member 10A","NS",0.480172006224281
"CPNE1",-1.35,5.3,-0.978,0.331,0.689,"None","8904","copine 1","NS",0.480172006224281
"METTL18",2.02,1.48,0.978,0.331,0.689,"None","92342","methyltransferase like 18","NS",0.480172006224281
"PCAT1",3.11,-0.67,0.975,0.332,0.69,"None","100750225","prostate cancer associated transcript 1","NS",0.478861916295964
"ABRAXAS2",1.35,3.91,0.975,0.332,0.69,"None","23172","abraxas 2, BRISC complex subunit","NS",0.478861916295964
"GABARAPL1",-1.45,7.81,-0.976,0.332,0.69,"None","23710","GABA type A receptor associated protein like 1","NS",0.478861916295964
"MPC1L",3.66,-2.55,0.984,0.332,0.69,"None","347411","mitochondrial pyruvate carrier 1 like","NS",0.478861916295964
"LOC400499",-2.87,-0.339,-0.975,0.332,0.69,"None","400499","putative uncharacterized protein LOC400499","NS",0.478861916295964
"TRAPPC2L",1.29,4.64,0.976,0.332,0.69,"None","51693","trafficking protein particle complex 2 like","NS",0.478861916295964
"TRMT10C",-1.66,4.13,-0.975,0.332,0.69,"None","54931","tRNA methyltransferase 10C, mitochondrial RNase P subunit","NS",0.478861916295964
"NDUFA4L2",-2.11,2.82,-0.975,0.332,0.69,"None","56901","NDUFA4 mitochondrial complex associated like 2","NS",0.478861916295964
"WNT2B",-1.86,2.55,-0.975,0.332,0.69,"None","7482","Wnt family member 2B","NS",0.478861916295964
"YES1",-1.94,6.16,-0.975,0.332,0.69,"None","7525","YES proto-oncogene 1, Src family tyrosine kinase","NS",0.478861916295964
"ZNF195",1.54,5.2,0.975,0.332,0.69,"None","7748","zinc finger protein 195","NS",0.478861916295964
"C12orf49",-1.62,4.9,-0.975,0.332,0.69,"None","79794","chromosome 12 open reading frame 49","NS",0.478861916295964
"HERC1",1.61,6.55,0.975,0.332,0.69,"None","8925","HECT and RLD domain containing E3 ubiquitin protein ligase family member 1","NS",0.478861916295964
"RPL14",-1.54,9.11,-0.974,0.332,0.69,"None","9045","ribosomal protein L14","NS",0.478861916295964
"MSC",-4.8,4.23,-0.975,0.332,0.69,"None","9242","musculin","NS",0.478861916295964
"TEX52",3.33,-1.67,0.974,0.333,0.69,"Endocrine","101929469","testis expressed 52","NS",0.47755576649368
"WARS2",1.5,2.91,0.973,0.333,0.69,"None","10352","tryptophanyl tRNA synthetase 2, mitochondrial","NS",0.47755576649368
"CFL2",-2.14,6.02,-0.972,0.333,0.69,"None","1073","cofilin 2","NS",0.47755576649368
"DEPP1",-2.64,7.75,-0.972,0.333,0.69,"None","11067","DEPP1 autophagy regulator","NS",0.47755576649368
"CHI3L1",-4.21,0.496,-0.973,0.333,0.69,"None","1116","chitinase 3 like 1","NS",0.47755576649368
"PNLIPRP3",-8.99,-1.83,-0.986,0.333,0.69,"None","119548","pancreatic lipase related protein 3","NS",0.47755576649368
"PACRG",1.36,3.26,0.973,0.333,0.69,"None","135138","parkin coregulated","NS",0.47755576649368
"CCDC112",-1.28,3.67,-0.973,0.333,0.69,"None","153733","coiled-coil domain containing 112","NS",0.47755576649368
"TDRD5",3.11,1.54,0.973,0.333,0.69,"None","163589","tudor domain containing 5","NS",0.47755576649368
"ZUP1",1.56,3.78,0.973,0.333,0.69,"None","221302","zinc finger containing ubiquitin peptidase 1","NS",0.47755576649368
"SEZ6L2",1.51,8.54,0.973,0.333,0.69,"None","26470","seizure related 6 homolog like 2","NS",0.47755576649368
"C1orf226",-2.35,0.588,-0.973,0.333,0.69,"Non-endocrine","400793","chromosome 1 open reading frame 226","NS",0.47755576649368
"MAB21L1",-2.59,-1.74,-0.974,0.333,0.69,"None","4081","mab-21 like 1","NS",0.47755576649368
"BMP2K",-1.64,2.69,-0.973,0.333,0.69,"None","55589","BMP2 inducible kinase","NS",0.47755576649368
"WNT2",5.95,-2.06,0.987,0.333,0.69,"None","7472","Wnt family member 2","NS",0.47755576649368
"PIF1",-2.64,-1.78,-0.974,0.333,0.69,"None","80119","PIF1 5'-to-3' DNA helicase","NS",0.47755576649368
"IFI27L2",-2.07,4.27,-0.972,0.333,0.69,"None","83982","interferon alpha inducible protein 27 like 2","NS",0.47755576649368
"CROCCP2",1.85,3.5,0.973,0.333,0.69,"None","84809","CROCC pseudogene 2","NS",0.47755576649368
"PLA2G4C",1.71,3.37,0.973,0.333,0.69,"None","8605","phospholipase A2 group IVC","NS",0.47755576649368
"PNPT1",2.33,5.33,0.973,0.333,0.69,"None","87178","polyribonucleotide nucleotidyltransferase 1","NS",0.47755576649368
"BTN3A3",1.89,2.23,0.971,0.334,0.691,"None","10384","butyrophilin subfamily 3 member A3","NS",0.476253533188435
"STKLD1",1.82,0.871,0.971,0.334,0.691,"None","169436","serine/threonine kinase like domain containing 1","NS",0.476253533188435
"CASP14",6.79,-1.9,0.982,0.334,0.691,"None","23581","caspase 14","NS",0.476253533188435
"GABRA4",2.7,-2.2,0.976,0.334,0.691,"None","2557","gamma-aminobutyric acid type A receptor subunit alpha4","NS",0.476253533188435
"HCLS1",-2,2.09,-0.972,0.334,0.69,"Non-endocrine","3059","hematopoietic cell-specific Lyn substrate 1","NS",0.476253533188435
"COQ8A",-1.3,6.75,-0.971,0.334,0.691,"None","56997","coenzyme Q8A","NS",0.476253533188435
"MAP1LC3B2",-2.4,-0.412,-0.971,0.334,0.691,"None","643246","microtubule associated protein 1 light chain 3 beta 2","NS",0.476253533188435
"ACBD4",1.37,3.24,0.97,0.334,0.691,"None","79777","acyl-CoA binding domain containing 4","NS",0.476253533188435
"ITM2C",-1.51,8.01,-0.97,0.334,0.691,"None","81618","integral membrane protein 2C","NS",0.476253533188435
"PLPP7",-1.78,1.15,-0.972,0.334,0.691,"Non-endocrine","84814","phospholipid phosphatase 7 (inactive)","NS",0.476253533188435
"MEX3A",-2.83,-0.0373,-0.972,0.334,0.69,"Non-endocrine","92312","mex-3 RNA binding family member A","NS",0.476253533188435
"POLQ",-3.23,-0.757,-0.97,0.335,0.691,"None","10721","DNA polymerase theta","NS",0.474955192963155
"LOC107986163",2.52,-1.15,0.97,0.335,0.691,"None","107986163","uncharacterized LOC107986163","NS",0.474955192963155
"WIF1",2.6,-2.74,0.98,0.335,0.691,"None","11197","WNT inhibitory factor 1","NS",0.474955192963155
"GSC",3.95,-1.1,0.97,0.335,0.691,"None","145258","goosecoid homeobox","NS",0.474955192963155
"SMPX",-2.37,-2.53,-0.976,0.335,0.691,"None","23676","small muscle protein X-linked","NS",0.474955192963155
"CFAP73",2.52,-1.49,0.97,0.335,0.691,"None","387885","cilia and flagella associated protein 73","NS",0.474955192963155
"LTK",2.6,-1.48,0.97,0.335,0.691,"None","4058","leukocyte receptor tyrosine kinase","NS",0.474955192963155
"ARSF",4.77,-1.86,0.979,0.335,0.691,"None","416","arylsulfatase F","NS",0.474955192963155
"SLC6A20",-3.94,2.74,-0.968,0.335,0.692,"None","54716","solute carrier family 6 member 20","NS",0.474955192963155
"ATP8B2",-1.6,5.63,-0.97,0.335,0.691,"None","57198","ATPase phospholipid transporting 8B2","NS",0.474955192963155
"ZNF248",2.87,2.74,0.97,0.335,0.691,"None","57209","zinc finger protein 248","NS",0.474955192963155
"RXRA",-1.66,6.59,-0.97,0.335,0.691,"None","6256","retinoid X receptor alpha","NS",0.474955192963155
"CCDC8",1.96,3.47,0.969,0.335,0.691,"None","83987","coiled-coil domain containing 8","NS",0.474955192963155
"ENC1",-2.23,4.42,-0.969,0.335,0.691,"Non-endocrine","8507","ectodermal-neural cortex 1","NS",0.474955192963155
"CACNA2D2",-2.05,6.21,-0.968,0.335,0.692,"None","9254","calcium voltage-gated channel auxiliary subunit alpha2delta 2","NS",0.474955192963155
"CD9",1.66,6.28,0.97,0.335,0.691,"None","928","CD9 molecule","NS",0.474955192963155
"SBK3",3.09,-1.26,0.968,0.336,0.692,"None","100130827","SH3 domain binding kinase family member 3","NS",0.473660722610156
"NEMP2",1.49,2.11,0.968,0.336,0.692,"None","100131211","nuclear envelope integral membrane protein 2","NS",0.473660722610156
"C5orf52",5.31,-2.66,0.986,0.336,0.692,"None","100190949","chromosome 5 open reading frame 52","NS",0.473660722610156
"C1orf52",-1.45,4.15,-0.968,0.336,0.692,"None","148423","chromosome 1 open reading frame 52","NS",0.473660722610156
"CALHM5",2.86,-0.282,0.968,0.336,0.692,"None","254228","calcium homeostasis modulator family member 5","NS",0.473660722610156
"FIRRE",3.66,-0.946,0.968,0.336,0.692,"None","286467","firre intergenic repeating RNA element","NS",0.473660722610156
"IFI35",1.74,3.7,0.966,0.336,0.692,"None","3430","interferon induced protein 35","NS",0.473660722610156
"KRT39",-3,-1.92,-0.97,0.336,0.692,"None","390792","keratin 39","NS",0.473660722610156
"TAFA1",2.3,-1.99,0.968,0.336,0.692,"None","407738","TAFA chemokine like family member 1","NS",0.473660722610156
"UCP3",2.53,1.6,0.968,0.336,0.692,"None","7352","uncoupling protein 3","NS",0.473660722610156
"PCYOX1L",1.72,3.78,0.966,0.336,0.692,"None","78991","prenylcysteine oxidase 1 like","NS",0.473660722610156
"OTULIN",-1.7,5.93,-0.968,0.336,0.692,"None","90268","OTU deubiquitinase with linear linkage specificity","NS",0.473660722610156
"FAM104B",1.44,3.09,0.968,0.336,0.692,"None","90736","family with sequence similarity 104 member B","NS",0.473660722610156
"MIR3189",6.11,-2.3,0.985,0.337,0.692,"None","100422943","microRNA 3189","NS",0.472370099128661
"LINC01006",-1.57,2.54,-0.965,0.337,0.692,"None","100506380","long intergenic non-protein coding RNA 1006","NS",0.472370099128661
"FEM1B",1.53,6.73,0.965,0.337,0.692,"None","10116","fem-1 homolog B","NS",0.472370099128661
"BAIAP2",1.57,5.53,0.965,0.337,0.692,"None","10458","BAR/IMD domain containing adaptor protein 2","NS",0.472370099128661
"CLCNKB",-2.58,0.53,-0.965,0.337,0.692,"None","1188","chloride voltage-gated channel Kb","NS",0.472370099128661
"GRK7",4.19,-0.766,0.965,0.337,0.692,"None","131890","G protein-coupled receptor kinase 7","NS",0.472370099128661
"SULF1",2.53,3.15,0.965,0.337,0.692,"None","23213","sulfatase 1","NS",0.472370099128661
"CENPI",2.85,-1.97,0.968,0.337,0.692,"None","2491","centromere protein I","NS",0.472370099128661
"GOLIM4",-1.6,4.45,-0.964,0.337,0.692,"None","27333","golgi integral membrane protein 4","NS",0.472370099128661
"GSTM2",-1.83,4.53,-0.965,0.337,0.692,"None","2946","glutathione S-transferase mu 2","NS",0.472370099128661
"HSPB1",-2.57,9.07,-0.964,0.337,0.692,"None","3315","heat shock protein family B (small) member 1","NS",0.472370099128661
"KPNA3",1.57,6.02,0.964,0.337,0.692,"None","3839","karyopherin subunit alpha 3","NS",0.472370099128661
"MGST2",1.59,4.55,0.964,0.337,0.692,"None","4258","microsomal glutathione S-transferase 2","NS",0.472370099128661
"NR3C2",1.3,4.66,0.964,0.337,0.692,"None","4306","nuclear receptor subfamily 3 group C member 2","NS",0.472370099128661
"PKP1",3.9,-0.135,0.966,0.337,0.692,"None","5317","plakophilin 1","NS",0.472370099128661
"C1orf112",2.11,0.975,0.966,0.337,0.692,"None","55732","chromosome 1 open reading frame 112","NS",0.472370099128661
"PSG9",3.61,-2.18,0.969,0.337,0.692,"None","5678","pregnancy specific beta-1-glycoprotein 9","NS",0.472370099128661
"RAG2",-3.67,-2.4,-0.979,0.337,0.692,"None","5897","recombination activating 2","NS",0.472370099128661
"VPS72",1.56,4.46,0.966,0.337,0.692,"None","6944","vacuolar protein sorting 72 homolog","NS",0.472370099128661
"CROCC2",3.41,-0.296,0.966,0.337,0.692,"None","728763","ciliary rootlet coiled-coil, rootletin family member 2","NS",0.472370099128661
"ZNF227",1.52,2.76,0.964,0.337,0.692,"None","7770","zinc finger protein 227","NS",0.472370099128661
"ESYT3",-2.75,0.746,-0.966,0.337,0.692,"None","83850","extended synaptotagmin 3","NS",0.472370099128661
"GALNT5",-3.34,-1.45,-0.964,0.338,0.693,"None","11227","polypeptide N-acetylgalactosaminyltransferase 5","NS",0.471083299722345
"SPACA3",-4.65,-0.768,-0.964,0.338,0.693,"None","124912","sperm acrosome associated 3","NS",0.471083299722345
"EBF3",-2.35,0.749,-0.962,0.338,0.693,"None","253738","EBF transcription factor 3","NS",0.471083299722345
"DIMT1",-1.36,3.19,-0.962,0.338,0.693,"Non-endocrine","27292","DIMT1 rRNA methyltransferase and ribosome maturation factor","NS",0.471083299722345
"GRIN2B",-4.22,-2.18,-0.972,0.338,0.693,"None","2904","glutamate ionotropic receptor NMDA type subunit 2B","NS",0.471083299722345
"HOXD1",-2.98,-1.33,-0.964,0.338,0.693,"None","3231","homeobox D1","NS",0.471083299722345
"KLK14",2.45,-1.55,0.964,0.338,0.692,"None","43847","kallikrein related peptidase 14","NS",0.471083299722345
"CFP",-2.53,0.819,-0.963,0.338,0.693,"None","5199","complement factor properdin","NS",0.471083299722345
"H4C15",2.01,-2.61,0.969,0.338,0.693,"None","554313","H4 clustered histone 15","NS",0.471083299722345
"VARS2",2.23,1.85,0.963,0.338,0.693,"None","57176","valyl-tRNA synthetase 2, mitochondrial","NS",0.471083299722345
"HIVEP3",1.65,4.66,0.963,0.338,0.693,"None","59269","HIVEP zinc finger 3","NS",0.471083299722345
"HSD3B7",-2.29,2.37,-0.964,0.338,0.692,"None","80270","hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7","NS",0.471083299722345
"CAPS",1.85,4.16,0.963,0.338,0.693,"None","828","calcyphosine","NS",0.471083299722345
"IGSF21",-3.91,1.05,-0.962,0.338,0.693,"None","84966","immunoglobin superfamily member 21","NS",0.471083299722345
"FCMR",-2.44,0.128,-0.963,0.338,0.693,"None","9214","Fc fragment of IgM receptor","NS",0.471083299722345
"LOC105369519",2.87,-2.57,0.975,0.339,0.693,"None","105369519","uncharacterized LOC105369519","NS",0.469800301796918
"ADRM1",1.32,5.66,0.962,0.339,0.693,"None","11047","adhesion regulating molecule 1","NS",0.469800301796918
"RC3H1",1.37,6.4,0.961,0.339,0.693,"None","149041","ring finger and CCCH-type domains 1","NS",0.469800301796918
"PHETA2",-1.47,3.02,-0.961,0.339,0.693,"None","150368","PH domain containing endocytic trafficking adaptor 2","NS",0.469800301796918
"FDX1",-1.27,5.1,-0.962,0.339,0.693,"None","2230","ferredoxin 1","NS",0.469800301796918
"BTBD3",1.31,7.6,0.962,0.339,0.693,"Endocrine","22903","BTB domain containing 3","NS",0.469800301796918
"RBIS",-1.41,4.13,-0.961,0.339,0.693,"None","401466","ribosomal biogenesis factor","NS",0.469800301796918
"MYOC",-2.38,-1.79,-0.964,0.339,0.693,"None","4653","myocilin","NS",0.469800301796918
"ARL17A",-2.27,2.2,-0.96,0.339,0.693,"None","51326","ADP ribosylation factor like GTPase 17A","NS",0.469800301796918
"DNAJC28",2.32,0.348,0.961,0.339,0.693,"None","54943","DnaJ heat shock protein family (Hsp40) member C28","NS",0.469800301796918
"NDRG3",1.25,5.03,0.961,0.339,0.693,"None","57446","NDRG family member 3","NS",0.469800301796918
"SAT1",-3.2,8.01,-0.962,0.339,0.693,"None","6303","spermidine/spermine N1-acetyltransferase 1","NS",0.469800301796918
"REEP1",-1.8,3.69,-0.962,0.339,0.693,"None","65055","receptor accessory protein 1","NS",0.469800301796918
"BNIP2",-1.65,6.01,-0.961,0.339,0.693,"None","663","BCL2 interacting protein 2","NS",0.469800301796918
"TP53TG3D",3.23,-1.9,0.963,0.339,0.693,"None","729264","TP53 target 3D","NS",0.469800301796918
"ZNF439",1.61,3.66,0.961,0.339,0.693,"None","90594","zinc finger protein 439","NS",0.469800301796918
"CHRDL1",3.07,2.03,0.961,0.339,0.693,"None","91851","chordin like 1","NS",0.469800301796918
"RPL17-C18orf32",-2.67,-1.81,-0.965,0.34,0.693,"None","100526842","RPL17-C18orf32 readthrough","NS",0.468521082957745
"LHFPL2",-2.81,4.53,-0.958,0.34,0.694,"None","10184","LHFPL tetraspan subfamily member 2","NS",0.468521082957745
"TRIM6",-2.47,-0.476,-0.96,0.34,0.693,"None","117854","tripartite motif containing 6","NS",0.468521082957745
"TTLL12",-1.47,4.45,-0.959,0.34,0.694,"None","23170","tubulin tyrosine ligase like 12","NS",0.468521082957745
"PDZD9",-2.53,-2.46,-0.96,0.34,0.694,"None","255762","PDZ domain containing 9","NS",0.468521082957745
"FAM71E2",2.58,-2.37,0.965,0.34,0.694,"None","284418","family with sequence similarity 71 member E2","NS",0.468521082957745
"PLCXD3",2.55,6.98,0.959,0.34,0.694,"None","345557","phosphatidylinositol specific phospholipase C X domain containing 3","NS",0.468521082957745
"NEUROD1",2.89,6.24,0.96,0.34,0.693,"None","4760","neuronal differentiation 1","NS",0.468521082957745
"PI15",-4.04,0.928,-0.958,0.34,0.694,"None","51050","peptidase inhibitor 15","NS",0.468521082957745
"APBB1IP",3.65,-0.00622,0.959,0.34,0.694,"None","54518","amyloid beta precursor protein binding family B member 1 interacting protein","NS",0.468521082957745
"ZFP62",1.23,3.73,0.959,0.34,0.694,"None","643836","ZFP62 zinc finger protein","NS",0.468521082957745
"SOX2",-2.95,-1.96,-0.961,0.34,0.694,"None","6657","SRY-box transcription factor 2","NS",0.468521082957745
"CD300C",-3.07,-2.14,-0.961,0.341,0.695,"None","10871","CD300c molecule","NS",0.467245621007502
"CREBBP",-1.47,6.67,-0.956,0.341,0.695,"None","1387","CREB binding protein","NS",0.467245621007502
"FAT2",-3.82,-2,-0.959,0.341,0.694,"None","2196","FAT atypical cadherin 2","NS",0.467245621007502
"HYLS1",1.66,1.12,0.957,0.341,0.694,"None","219844","HYLS1 centriolar and ciliogenesis associated","NS",0.467245621007502
"KAT2A",1.41,5.04,0.957,0.341,0.694,"None","2648","lysine acetyltransferase 2A","NS",0.467245621007502
"C14orf178",2.4,-2.19,0.959,0.341,0.695,"None","283579","chromosome 14 open reading frame 178","NS",0.467245621007502
"LDLRAD1",3.34,0.0368,0.958,0.341,0.694,"None","388633","low density lipoprotein receptor class A domain containing 1","NS",0.467245621007502
